ids,artists,mediums,titles,descriptions,urls
Fra_492,Marc Chagall,Lithograph on cream wove paper,Saint Jean Cap Ferrat,,https://www.artic.edu/artworks/81963/saint-jean-cap-ferrat
Fra_493,Jean Honoré Fragonard,Red chalk on cream laid paper,Arbor with Two Children (Le Nid d’Armour),,https://www.artic.edu/artworks/14766/arbor-with-two-children-le-nid-d-armour
Fra_494,Maurice de Vlaminck,Oil on canvas,Near Pontoise,,https://www.artic.edu/artworks/21722/near-pontoise
Fra_495,Charles Despiau,"Brown Conté crayon, with stumping and touches of erasing on buff wove paper",Reclining Male Nude,,https://www.artic.edu/artworks/8693/reclining-male-nude
Fra_496,Suzanne Valadon,Etching on ivory wove paper,Women and Child at the Edge of the Water,,https://www.artic.edu/artworks/3428/women-and-child-at-the-edge-of-the-water
Fra_497,Emile Decoeur,Lead-glazed stoneware with relief decoration,Bowl,,https://www.artic.edu/artworks/10897/bowl
Fra_498,Maurice de Vlaminck,Lithograph on white wove paper,A Street in Pontoise,,https://www.artic.edu/artworks/13185/a-street-in-pontoise
Fra_499,Hilaire Germain Edgar Degas,Pastel and charcoal on tan wove paper,The Bathers,"This pastel marks one of Degas’s most ambitious projects during the last decade of his life. Evoking four bathers each at distinct points in the bathing process, this vision was created by suspending layers of pastel in fixative on translucent tracing paper, which the artist pieced together and mounted. Like many of his best works, this ephemeral creation was discovered in Degas’s studio at the time of his death, perhaps deliberately unfinished.",https://www.artic.edu/artworks/83644/the-bathers
Fra_500,Claude Monet,Black chalk on ivory laid paper,"Cliffs and Sea, Sainte-Adresse",,https://www.artic.edu/artworks/108583/cliffs-and-sea-sainte-adresse
Fra_501,Édouard Jean Vuillard,Gouache and oil on cardboard mounted on cardboard,Madame Arthur Fontaine in a Pink Shawl,,https://www.artic.edu/artworks/59976/madame-arthur-fontaine-in-a-pink-shawl
Fra_502,Maurice de Vlaminck,Oil on canvas,Village,,https://www.artic.edu/artworks/20314/village
Fra_503,Johann Wilhelm Bauer,Pen and brown ink on paper,"View of The Castello Bracciano, near Rome with Coach and Figures",,https://www.artic.edu/artworks/14439/view-of-the-castello-bracciano-near-rome-with-coach-and-figures
Fra_504,French School,Oil on panel,"Panels from the High Altar of the Charterhouse of Saint-Honoré, Thuison-les-Abbeville: Virgin and Child","This panel was once part of the altarpiece decorating the high altar of the Carthusian monastery at Thuison, outside of Abbeville in northern France. Four saints standing in niches were painted on the exterior of the altarpiece’s wings. When the wings were open, the interior of the altarpiece told the story of Christ’s Passion and Resurrection through painted narratives on the inside of the wings and painted and gilded carvings in the central shrine whose central subject was undoubtedly the Crucifixion. The carvings have not survived. The fronts and backs of the wings were sawn apart in the mid 19th century; all the wing panels except one narrative (The Entry into Jerusalem, Hermitage, Saint Petersburg) are in the Art Institute.A rich border region north of Paris, Picardy was a possession of the Burgundian Netherlands in the mid-15th century, becoming part of France in 1477. Its painters were strongly influenced by artists from the neighboring provinces of the Low Countries, among them Rogier van der Weyden and Simon Marmion.",https://www.artic.edu/artworks/16307/panels-from-the-high-altar-of-the-charterhouse-of-saint-honore-thuison-les-abbeville-virgin-and-child
Fra_505,Jean (Hans) Arp,Oil on wood,Configuration,,https://www.artic.edu/artworks/53013/configuration
Fra_506,Jean Dubuffet,Oil on canvas,Little Sneerer,,https://www.artic.edu/artworks/118675/little-sneerer
Fra_507,Jean Baptiste Camille Corot,Oil on canvas,"Monte Pincio, Rome",,https://www.artic.edu/artworks/45267/monte-pincio-rome
Fra_508,Charles Despiau,"Red Conté crayon, with stumping on ivory wove paper","Seated Female Nude, Arms Outstretched",,https://www.artic.edu/artworks/8691/seated-female-nude-arms-outstretched
Fra_509,Théodore Rousseau,Etching on cream laid paper,Rock Oaks,,https://www.artic.edu/artworks/4613/rock-oaks
Fra_510,French School,Oil on panel,"Panels from the High Altar of the Charterhouse of Saint-Honoré, Thuison-les-Abbeville: The Last Supper","This panel was once part of the altarpiece decorating the high altar of the Carthusian monastery at Thuison, outside of Abbeville in northern France. Four saints standing in niches were painted on the exterior of the altarpiece’s wings. When the wings were open, the interior of the altarpiece told the story of Christ’s Passion and Resurrection through painted narratives on the inside of the wings and painted and gilded carvings in the central shrine whose central subject was undoubtedly the Crucifixion. The carvings have not survived. The fronts and backs of the wings were sawn apart in the mid 19th century; all the wing panels except one narrative (The Entry into Jerusalem, Hermitage, Saint Petersburg) are in the Art Institute.A rich border region north of Paris, Picardy was a possession of the Burgundian Netherlands in the mid-15th century, becoming part of France in 1477. Its painters were strongly influenced by artists from the neighboring provinces of the Low Countries, among them Rogier van der Weyden and Simon Marmion.",https://www.artic.edu/artworks/16312/panels-from-the-high-altar-of-the-charterhouse-of-saint-honore-thuison-les-abbeville-the-last-supper
Fra_511,Paul Gauguin,"Pastel over charcoal, selectively stumped, on cream wove paper (discolored to tan), squared in black chalk on cream wove paper (discolored to tan)",Crouching Tahitian Woman (related to the painting Nafea faa ipoipo [When Will You Marry?]),,https://www.artic.edu/artworks/51374/crouching-tahitian-woman-related-to-the-painting-nafea-faa-ipoipo-when-will-you-marry
Fra_512,Paul Gavarni,Lithograph in black on cream wove paper,"Les-Parents-Terribles series: Well, now, Achilles…",,https://www.artic.edu/artworks/10935/les-parents-terribles-series-well-now-achilles
Fra_513,Antonin Mercié,Gilt bronze,Jeanne d’Arc,,https://www.artic.edu/artworks/133724/jeanne-d-arc
Fra_514,Jean Louis André Théodore Géricault,Lithograph in black with tan tint stone on ivory wove paper,The Return from Russia,"This print centers on two wounded soldiers as they return from the disastrous French invasion of Russia. In 1812 the French army, led by Napoleon, fought its way into Russian territory, beginning a bloody campaign that lasted five months and ended in a decisive loss for the French that decimated the size of the force as well as public faith in the French military.",https://www.artic.edu/artworks/75089/the-return-from-russia
Fra_515,André Derain,Drypoint on paper,Landscape,,https://www.artic.edu/artworks/3117/landscape
Fra_516,Baron Antoine Jean Gros,Oil on canvas,Portrait of the Maistre Sisters,"In this captivating double portrait, the fashionable Maistre sisters appear in complementary flowing muslin gowns and delicate gold jewelry. Ninette, in black, wraps her arm delicately yet protectively around her sister Suzette’s waist as both look out toward the viewer. French painter Antoine-Jean Gros created the visual sensation of a gentle breeze by animating the sitters’ gauze-like draperies and chestnut curls. Dense foliage, at times blending in with the curls, frames the pair and opens onto a gleaming landscape background.",https://www.artic.edu/artworks/76212/portrait-of-the-maistre-sisters
Fra_517,Henri de Toulouse-Lautrec,Tambourine with oil on vellum painting,At the Circus: The Bareback Rider (Au Cirque: Écuyère),"One of Henri de Toulouse-Lautrec’s favorite haunts was the Cirque Fernando, also the subject of his large painting, Equestrienne (At the Cirque Fernando) in the collection of the Art Institute. Like many of the artists in his circle, Toulouse-Lautrec experimented with styles and materials beyond easel painting. His decision to paint on a tambourine with little castanets (called a tambour de basque) was perhaps inspired by the instrument’s association with bohemian life and creative freedom. The shape of the tambourine mirrors that of the paper hoop held by the clown in the larger painting, so that our view here seems to be framed by the hoop just after the bareback rider has broken through it.",https://www.artic.edu/artworks/204686/at-the-circus-the-bareback-rider-au-cirque-ecuyere
Fra_518,Henri Vergé-Sarrat,"Pen and black ink, with brush and black wash on cream wove paper","The Mechouar, Palace of the Sultan at Marrakesh",,https://www.artic.edu/artworks/15833/the-mechouar-palace-of-the-sultan-at-marrakesh
Fra_519,Adolphe Joseph Thomas Monticelli,Oil on panel,Still Life with Fruit and Wine Jug,"Vincent van Gogh was a great admirer of Adolphe Monticelli’s richly impastoed paintings, and he saw in the older artist’s landscapes, flower arrangements, and portraits the sincere expression he was seeking for his own art. He also identified with the myth of the misunderstood artist from Provence that rapidly grew around Monticelli after his death in 1886. Indeed, the artist played a role in Van Gogh’s decision that same year to travel to the South of France, where he hoped to find the source of Monticelli’s light. In this still life, Monticelli’s brilliant yellow fruits anticipate Van Gogh’s celebrated lemon yellow suns.",https://www.artic.edu/artworks/72183/still-life-with-fruit-and-wine-jug
Fra_520,Alfred Sisley,Oil on canvas,Landscape along the Seine with the Institut de France and the Pont des Arts,,https://www.artic.edu/artworks/58984/landscape-along-the-seine-with-the-institut-de-france-and-the-pont-des-arts
Fra_521,Pierre-Yves Tremois,Engraving on paper,The Bull,,https://www.artic.edu/artworks/4881/the-bull
Fra_522,François Perrier,"Pen and brown ink, with brush and brown wash, over black chalk, on blue tinted laid paper, laid down on card",Magdalene in the Wilderness with Two Putti,,https://www.artic.edu/artworks/7073/magdalene-in-the-wilderness-with-two-putti
Fra_523,,Ivory,Diptych with Scenes from the Life of Christ,,https://www.artic.edu/artworks/33276/diptych-with-scenes-from-the-life-of-christ
Fra_524,Édouard Jean Vuillard,"Distemper on paper, mounted on canvas",Vuillard’s Room at the Château des Clayes,,https://www.artic.edu/artworks/44852/vuillard-s-room-at-the-chateau-des-clayes
Fra_525,Odilon Redon,"Pastel, with touches of black Conté crayon, over various charcoals, on cream wove paper altered to a golden tone",Sita,,https://www.artic.edu/artworks/80594/sita
Fra_526,Pierre-Auguste Renoir,Oil on canvas,Seated Bather,,https://www.artic.edu/artworks/110798/seated-bather
Fra_527,Georges Seurat,Black Conté crayon on ivory laid paper,Tree Trunks (study for La Grande Jatte),,https://www.artic.edu/artworks/69697/tree-trunks-study-for-la-grande-jatte
Fra_528,Kees van Dongen,Oil on canvas,Woman against a White Background,,https://www.artic.edu/artworks/54751/woman-against-a-white-background
Fra_529,Georges Braque,Oil on canvas,Wheatfield,,https://www.artic.edu/artworks/35269/wheatfield
Fra_530,Le Corbusier (Charles-Édouard Jeanneret),Oil on canvas,Untitled,,https://www.artic.edu/artworks/134056/untitled
Fra_531,Constantin Brancusi,Limestone,Wisdom,"Constantin Brancusi carved Wisdom from a block of limestone, highlighting its natural properties, especially its coarse texture. The artist’s interest in the stone’s materiality intersected with his desire to explore the essence of his subject in the most economical terms, evident in the form’s shallow, incised nose and tightly folded limbs. Brancusi further distilled his subject to its core by creating a figure that stands freely, without a base.In contrast to sculptors who modeled their work from materials such as clay or plaster and cast them in multiples, Brancusi directly carved his sculptures. He called this technique “the true road to sculpture” and drew inspiration from archaic, self-taught, and non-Western art.",https://www.artic.edu/artworks/83907/wisdom
Fra_532,Anne-Louis Girodet de Roussy-Trioson,"Black chalk with brush and black ink and brown wash, heightened with white gouache, on ivory laid paper prepared with a gray wash","Fingal Mourning Over the Body of Malvina, from Ossian’s Berrathon","The dazzling, otherworldly, glow-in-the-dark effect Girodet achieved in this drawing is a testament to his extraordinary skill as a draftsman and painter, and to his all-consuming desire to be original.Girodet illustrates a scene from a poem purportedly written by the ancient Scottish bard, Ossian, whose work was “discovered” and published in the 1760s. A famous literary hoax, the poems took Europe by storm. Here, Ossian’s father Fingal stands before the body of the dead Malvina, while her spirit ascends from the moonlit water behind him. Above Malvina’s body, spirits sparkle like stars.",https://www.artic.edu/artworks/188965/fingal-mourning-over-the-body-of-malvina-from-ossian-s-berrathon
Fra_533,Pierre Henri de Valenciennes,Oil on canvas,Mount Athos Carved as a Monument to Alexander the Great,"Pierre-Henri de Valenciennes, a leading landscape artist in late-18th-century France, sought to elevate the art of landscape to the level of history painting. In the hierarchy of subjects set by the French artistic establishment, the painting of inspiring religious and historical narratives was placed higher than the imitation of nature. Valenciennes followed the 17th-century precedent of Nicolas Poussin by imbuing his landscapes with moral content. This work and its companion, Alexander at the Tomb of Cyrus the Great, address questions of fame and mortality through episodes from the life of Alexander the Great (356–323 B.C.). Here Valenciennes depicted an unrealized project to perpetuate Alexander’s glory—a monumental image of the ruler carved into Mount Athos.",https://www.artic.edu/artworks/100061/mount-athos-carved-as-a-monument-to-alexander-the-great
Fra_534,Fernand Léger,Oil on canvas,Divers on a Yellow Background,"Long committed to ideals of social equality, Fernand Léger sought, especially during the latter part of his career, to reconcile modern art with the demands of a mass audience. Beginning in the mid-1930s, the artist executed many monumental works and turned with increasing frequency to the motif of the human figure, using organic forms inspired by the natural world rather than the geometric shapes of the man-made, machine-oriented one. Inspired by his memory of swimmers diving off the docks in Marseilles, Divers on a Yellow Background is one of numerous drawings and paintings on this theme that the artist realized while residing in the United States during World War II.",https://www.artic.edu/artworks/111082/divers-on-a-yellow-background
Fra_535,Maximilien Luce,Lithograph in black on cream wove paper,Paul Signac,,https://www.artic.edu/artworks/6597/paul-signac
Fra_536,Jean de Gourmont,Engraving in black on cream laid paper,The Ape Tied in a Courtyard,"Exotic animals made popular pets in the early modern era (from the late 15th to 18th centuries), as seen in the extravagant courtyard depicted in this roundel. The ape’s owner cannot be far off, as it is attached to the wall; the lone pear the animal attempts to reach with its foot has been left cruelly just out of reach.",https://www.artic.edu/artworks/4433/the-ape-tied-in-a-courtyard
Fra_537,Jacques Lipchitz,Limestone,Seated Figure,"Beginning in 1900, young painters and sculptors of all nationalities migrated to the Paris neighborhood of Montparnasse, the city’s hub of avant-garde activity. Despite their different approaches and interests, the artists of the so-called School of Paris fostered an inspiring climate of imaginative cross-fertilization that helped to sustain the idea of Paris as the center of artistic activity until the beginning of World War II. Jacques Lipchitz moved to Paris in 1909, and through his friendships with Diego Rivera, Pablo Picasso, and others, he participated in the Cubist movement. His bas-reliefs and sculptures in the round communicate the geometric and fractured forms and the favored subject matter (musicians and seated bathers, for example) of contemporary Cubist paintings.",https://www.artic.edu/artworks/12101/seated-figure
Fra_538,Jules Robert Auguste,Oil on panel,Nubian Woman,,https://www.artic.edu/artworks/111174/nubian-woman
Fra_539,Henri Cartier-Bresson,Gelatin silver print,Chicago,,https://www.artic.edu/artworks/13796/chicago
Fra_540,Anne-Louis Girodet de Roussy-Trioson,"Black chalk, with stumping, and traces of pen and black ink, heightened with touches of opaque white, on ivory wove paper",Jean-Baptiste Belley,"Sold into slavery as a boy, Jean-Baptiste Belley (1746–1805) bought his freedom in 1764. Belley fought in the American War of Independence and served as a captain in the French army during the Haitian Revolution (1791–1804) fighting to abolish slavery on the island of Saint-Domingue (now Hispaniola). In 1793 he was elected to the National Convention in Paris, becoming its first black deputy.Belley wears the uniform of a representative to the Convention. As we know from the painting for which this is a highly finished study or copy drawing, his hat feathers and sash are the colors of the French Republic: blue, white, and red. He leans against a marble plinth supporting a bust of the French philosopher and enemy of slavery Guillaume Raynal (1713–1796).",https://www.artic.edu/artworks/44272/jean-baptiste-belley
Fra_541,Paul Gavarni,Lithograph in black on cream wove paper,Les Propos de Thomas Vireloque: Man the Masterpiece of Creation,,https://www.artic.edu/artworks/10990/les-propos-de-thomas-vireloque-man-the-masterpiece-of-creation
Fra_542,Henri Matisse,"Pen and black ink on tan wove paper, laid down on cream Japanese paper",Female Nude Lying Facedown on a Table,,https://www.artic.edu/artworks/66915/female-nude-lying-facedown-on-a-table
Fra_543,Camille Pissarro,Oil on canvas,Woman Mending,,https://www.artic.edu/artworks/11312/woman-mending
Fra_544,Henri Rousseau,Oil on canvas,Dahlia and Daisies in a Vase,,https://www.artic.edu/artworks/79021/dahlia-and-daisies-in-a-vase
Fra_545,Pierre-Auguste Renoir,"Red, white, and black chalk, with stumping, and black Conté crayon on tan wove (tracing) paper, laid down on canvas",Splashing Figure (Study for “The Large Bathers”),,https://www.artic.edu/artworks/65814/splashing-figure-study-for-the-large-bathers
Fra_546,Jean Louis Ernest Meissonier,Oil on panel,The Defense of Paris,,https://www.artic.edu/artworks/133864/the-defense-of-paris
Fra_547,Henri de Toulouse-Lautrec,Lithograph on cream wove paper,The Fainting Fit,,https://www.artic.edu/artworks/11133/the-fainting-fit
Fra_548,Henri de Toulouse-Lautrec,"Lithograph with beige tint stone, on ivory laid paper","Yvette Guilbert—Chanson Ancienne, from Yvette Guilbert",,https://www.artic.edu/artworks/4582/yvette-guilbert-chanson-ancienne-from-yvette-guilbert
Fra_549,François Rude,Bronze,Hebe and the Eagle of Jupiter,"Toward the end of his career, François Rude’s native city of Dijon, France, commissioned him to create a marble sculpture. For its subject, Rude chose the Greek goddess of youth, Hebe, whom he depicted as cupbearer to the gods, raising a vessel of the divine beverage ambrosia above her father, Zeus, in the guise of an eagle. Rude made the model for the marble statue in 1852 but did not live to finish the work, which was completed by his nephew. This bronze is a smaller version of the marble, and the existence of many other similar casts indicate the work’s popularity.",https://www.artic.edu/artworks/48844/hebe-and-the-eagle-of-jupiter
Fra_550,Daniel Buren,"Removeable paper or vinyl printed with vertical stripes, each 8.7 cm wide","Up and Down, In and Out, Step by Step, A Sculpture",,https://www.artic.edu/artworks/64599/up-and-down-in-and-out-step-by-step-a-sculpture
Fra_551,Henri de Toulouse-Lautrec,Lithograph on cream wove paper,Adolphe ou Le Jeune Homme Triste,,https://www.artic.edu/artworks/7696/adolphe-ou-le-jeune-homme-triste
Fra_552,Henri Rousseau,Oil on canvas,"Sawmill, Outskirts of Paris",,https://www.artic.edu/artworks/68433/sawmill-outskirts-of-paris
Fra_553,Georges Seurat,"Black Conté crayon on ivory laid paper, discolored to tan, edge mounted on tan wove paper",Roses in a Vase,,https://www.artic.edu/artworks/150828/roses-in-a-vase
Fra_554,Georges Seurat,"Black Conté crayon, with erasing, on ivory laid paper, laid down on cream laminate board",Woman with a Muff,,https://www.artic.edu/artworks/87159/woman-with-a-muff
Fra_555,Narcisse Virgile Diaz de la Peña,Oil on canvas,Pond in the Woods,,https://www.artic.edu/artworks/95993/pond-in-the-woods
Fra_556,Honoré-Victorin Daumier,Lithograph in black on ivory wove paper,"”- Can you see the comet?… just there, at the tip of my finger … don’t lose sight of my finger tip!,” plate 5 from La Comète De 1857",,https://www.artic.edu/artworks/3394/can-you-see-the-comet-just-there-at-the-tip-of-my-finger-don-t-lose-sight-of-my-finger-tip-plate-5-from-la-comete-de-1857
Fra_557,Hilaire Germain Edgar Degas,Oil on canvas,Portrait of Mme Lisle and Mme Loubens,"Edgar Degas rarely accepted portrait commissions; his sitters were almost always family members or people within his social circle. The two women in this somber, unfinished painting were identified through preparatory drawings that label them as “Mme Lisle” (left) and “Mme Loubens” (right). Both were friends of artist Édouard Manet’s family; they likely met Degas at a gathering at Manet’s home. In an 1869 letter, artist Berthe Morisot lamented that Degas had abandoned her at one such soirée for the company of Madame Lisle and Madame Loubens, attesting to the group’s closeness.",https://www.artic.edu/artworks/79586/portrait-of-mme-lisle-and-mme-loubens
Fra_558,,"Cotton, plain weave; block printed and copperplate printed; total of swatches: 1650 swatches",Copy of the Goods of Montpellier,"This book illustrates the huge variety of intricate patterns printed in vivid colors on cotton textiles for fashion during the early 19th century. The book comes from Montpellier, a town on the southern coast of France that is not known today as a center of textile printing. Thus these samples indicate how much more widespread the textile industry was in Europe during the Industrial Revolution. This book contains more than 1,600 small samples.",https://www.artic.edu/artworks/6635/copy-of-the-goods-of-montpellier
Fra_559,André Derain,Oil on panel,Landscape,,https://www.artic.edu/artworks/27927/landscape
Fra_560,Anne-Louis Girodet de Roussy-Trioson,Oil on canvas,"Portrait of the Katchef Dahouth, Christian Mameluke",,https://www.artic.edu/artworks/105604/portrait-of-the-katchef-dahouth-christian-mameluke
Fra_561,Follower of Simon Vouet,Oil on canvas,Christ on the Cross with Mary Magdalene,"This small painting showing the grief-stricken Saint Mary Magdalene alone at the foot of the cross was probably intended as a private devotional work. The same expressive figure of Magdalene appears in more complex treatments of the Crucifixion and the Lamentation by followers of Simon Vouet. Having worked in Rome before returning to Paris as first painter to Louis XIII in 1627, Vouet was a gifted teacher, attracting many students and collaborators to his Paris workshop. Vouet’s followers Charles Poërson, Michel Dorigny, and François Perrier have all suggested as the author of this painting. Though the artist remains unidentified, his debt to Vouet’s weighty figure types, active draper, and rich colors is clear.",https://www.artic.edu/artworks/53061/christ-on-the-cross-with-mary-magdalene
Fra_562,,"Wool and silk, weft-float faced 1:3 'Z' twill weave with supplementary patterning wefts bound in weft-float faced 1:3 'Z' twill interlacings; main warp fringe; woven on loom with Jacquard attachment",Long Shawl,,https://www.artic.edu/artworks/12371/long-shawl
Fra_563,Hilaire Germain Edgar Degas,"Monotype in black and brown ink on ivory china paper perimeter mounted to a cream, laid paper",Portrait of Ellen Andrée,,https://www.artic.edu/artworks/4942/portrait-of-ellen-andree
Fra_564,Hilaire Germain Edgar Degas,"Pastel on cream laid paper, pieced at bottom and right and laid down on board",Harlequin,,https://www.artic.edu/artworks/88370/harlequin
Fra_565,Alexandre Lunois,Lithograph in black,Upper Gallery at the Théâtre Beaumarchais,,https://www.artic.edu/artworks/13129/upper-gallery-at-the-theatre-beaumarchais
Fra_566,Jean Lurçat,Drypoint on cream laid paper,Reclining Woman,,https://www.artic.edu/artworks/3243/reclining-woman
Fra_567,Jacques Callot,Etching on ivory laid paper,"Beggar without Hat or Shoes, plate twelve from The Beggars",,https://www.artic.edu/artworks/18054/beggar-without-hat-or-shoes-plate-twelve-from-the-beggars
Fra_568,Honoré-Victorin Daumier,"Pen and black ink, brush and gray wash, on ivory wove paper (discolored to cream)",Family Scene,,https://www.artic.edu/artworks/23827/family-scene
Fra_569,Jacques Callot,"Etching and engraving with burin, on paper","The Bohemians Marching, from The Bohemians",,https://www.artic.edu/artworks/10007/the-bohemians-marching-from-the-bohemians
Fra_570,,"Glass, vitreous paint, silver stain, and lead",Saints and Worshippers in Adoration,,https://www.artic.edu/artworks/6607/saints-and-worshippers-in-adoration
Fra_571,André Derain,Oil on cradled panel,Landscape in Provence,,https://www.artic.edu/artworks/59867/landscape-in-provence
Fra_572,Honoré-Victorin Daumier,Lithograph in black on white wove paper,"“- What a fuss this sour-face from the fifth floor is making! Wearing a hat just to buy two cups of milk for one sou! - Oh, Madame Capitaine, aren’t we fancy today…,” plate 36 Types Parisiens",,https://www.artic.edu/artworks/11135/what-a-fuss-this-sour-face-from-the-fifth-floor-is-making-wearing-a-hat-just-to-buy-two-cups-of-milk-for-one-sou-oh-madame-capitaine-aren-t-we-fancy-today-plate-36-types-parisiens
Fra_573,Jean Baptiste Armand Guillaumin,Oil on canvas,The Arcueil Aqueduct at Sceaux Railroad Crossing,"Armand Guillaumin painted this aqueduct shortly after it was built. Passing over a train line to the Paris suburb of Sceaux, the aqueduct was constructed during a period of rapid development around the French capital. Guillaumin encountered such scenes while working in security for a railroad company, a job that allowed him to travel and sketch in different places on the outskirts of the city.Guillaumin shared this interest in the Paris suburbs with his fellow Impressionists—especially Paul Cezanne and Camille Pissarro, with whom he painted in the 1870s. He exhibited this painting in the third Impressionist exhibition in 1877.",https://www.artic.edu/artworks/33212/the-arcueil-aqueduct-at-sceaux-railroad-crossing
Fra_574,Nadar (Gaspard Félix Tournachon),Gelatin silver printing out paper print,"Le Geant, Champ de Mars","During the reign of Napoleon III (1852–70), Nadar cultivated an illustrious career as a writer, caricaturist, and, most notably, photographer, producing arresting portraits of his renowned friends and contemporaries. He was also an enthusiastic balloonist, an obsession that led him to construct the largest hot air balloon the world had seen and make the first aerial photographs in 1858. Viewing the Earth’s surface from above, he wrote, “reduces all things to their relative proportions—to the Truth.” Nadar’s first flight aboard his balloon Géant (Giant) on October 4, 1863, was a great success. On the second launch, however, the balloon eventually crashed in Hanover, leaving Nadar with a fractured leg. This photograph of that launch establishes the sheer size of the balloon—which was made with 20,000 meters of silk and carried 80 passengers in a two-story basket—by juxtaposing it with the crowd of 200,000 who have come to watch it.",https://www.artic.edu/artworks/92202/le-geant-champ-de-mars
Fra_575,Jacques Villon,Etching on ivory laid paper,The Women of Thrace,,https://www.artic.edu/artworks/12052/the-women-of-thrace
Fra_576,Alexandre Gabriel Decamps,Oil on canvas,Courtyard,,https://www.artic.edu/artworks/881/courtyard
Fra_577,Gustave Moreau,"Pen and brown and black ink and graphite, with touches of brush and brown wash, heightened with lead white, discolored, on cream laid paper prepared with a pale brown wash, tipped on blue laid paper, laid down on cream board",Hercules and the Hydra of Lerna,,https://www.artic.edu/artworks/100264/hercules-and-the-hydra-of-lerna
Fra_578,Emile-Antoine Bourdelle,Bronze,Heracles (Archer),,https://www.artic.edu/artworks/15302/heracles-archer
Fra_579,French School,Oil on panel,"Panels from the High Altar of the Charterhouse of Saint-Honoré, Thuison-les-Abbeville: Pentecost","This panel was once part of the altarpiece decorating the high altar of the Carthusian monastery at Thuison, outside of Abbeville in northern France. Four saints standing in niches were painted on the exterior of the altarpiece’s wings. When the wings were open, the interior of the altarpiece told the story of Christ’s Passion and Resurrection through painted narratives on the inside of the wings and painted and gilded carvings in the central shrine whose central subject was undoubtedly the Crucifixion. The carvings have not survived. The fronts and backs of the wings were sawn apart in the mid 19th century; all the wing panels except one narrative (The Entry into Jerusalem, Hermitage, Saint Petersburg) are in the Art Institute.A rich border region north of Paris, Picardy was a possession of the Burgundian Netherlands in the mid-15th century, becoming part of France in 1477. Its painters were strongly influenced by artists from the neighboring provinces of the Low Countries, among them Rogier van der Weyden and Simon Marmion.",https://www.artic.edu/artworks/16316/panels-from-the-high-altar-of-the-charterhouse-of-saint-honore-thuison-les-abbeville-pentecost
Fra_580,Eugène Fromentin,Oil on canvas,Women of the Ouled Nayls,,https://www.artic.edu/artworks/111651/women-of-the-ouled-nayls
Fra_581,Henri Vergé-Sarrat,"Brush and brown wash, with pen and brownish-black ink on cream wove paper",The Trellis,,https://www.artic.edu/artworks/15830/the-trellis
Fra_582,Georges Emile Capon,"Brush and black ink, over touches of charcoal on ivory wove paper",Woman in a Cabaret,,https://www.artic.edu/artworks/15842/woman-in-a-cabaret
Fra_583,Charles François Daubigny,Oil on panel,The Marsh,,https://www.artic.edu/artworks/880/the-marsh
Fra_584,Jean François Millet,Oil on canvas,The Woodchopper,,https://www.artic.edu/artworks/81521/the-woodchopper
Fra_585,Georges Rouault,"Black oil paint, gouache, and touches of gum on ivory wove paper",Maria Lani,,https://www.artic.edu/artworks/12925/maria-lani
Fra_586,Hilaire Germain Edgar Degas,"Etching, soft ground etching, aquatint, and drypoint on grayish-ivory wove paper",Mary Cassatt in the Paintings Gallery at the Louvre,"This print signals the close friendship between Edgar Degas and fellow Impressionist painter Mary Cassatt. The two artists experimented with print­making techniques, which Degas used to create this image of Cassatt as a confident modern woman enjoying the painting galleries of the Musee du Louvre, Paris. She is accompanied by a figure who is probably her sister Lydia. Degas, like Cassatt, collected Japanese prints, and the vertical format, pillared framing device, rear silhouettes, and fanning skirt in this print are strikingly japoniste features.",https://www.artic.edu/artworks/76002/mary-cassatt-in-the-paintings-gallery-at-the-louvre
Fra_587,French School,Oil on panel,Altarpiece from Thuison-les-Abbeville: Saint Hugh of Lincoln,"This panel was once part of the altarpiece decorating the high altar of the Carthusian monastery at Thuison, outside of Abbeville in northern France. Four saints standing in niches were painted on the exterior of the altarpiece’s wings. When the wings were open, the interior of the altarpiece told the story of Christ’s Passion and Resurrection through painted narratives on the inside of the wings and painted and gilded carvings in the central shrine whose central subject was undoubtedly the Crucifixion. The carvings have not survived. The fronts and backs of the wings were sawn apart in the mid 19th century; all the wing panels except one narrative (The Entry into Jerusalem, Hermitage, Saint Petersburg) are in the Art Institute.A rich border region north of Paris, Picardy was a possession of the Burgundian Netherlands in the mid-15th century, becoming part of France in 1477. Its painters were strongly influenced by artists from the neighboring provinces of the Low Countries, among them Rogier van der Weyden and Simon Marmion.",https://www.artic.edu/artworks/16321/altarpiece-from-thuison-les-abbeville-saint-hugh-of-lincoln
Fra_588,Henri de Toulouse-Lautrec,Lithograph on ivory laid paper,"May Belfort, from Treize Lithographies",,https://www.artic.edu/artworks/7732/may-belfort-from-treize-lithographies
Fra_589,Henri Matisse,"Etching in black on gray wove paper, laid down on off-white wove paper (chine collé)","Seated Nude Woman, Three-Quarter View",,https://www.artic.edu/artworks/6154/seated-nude-woman-three-quarter-view
Fra_590,Henri Fantin-Latour,Oil on canvas,Roses in a Bowl,,https://www.artic.edu/artworks/20534/roses-in-a-bowl
