ids,artists,mediums,titles,descriptions,urls
jp_335,,"Pair of six-panel screens; ink, colors, and gold on paper",The Tale of Taishokan,"This screen narrates the medieval Taishokan tale, an action-adventure story that captivated medieval and early modern audiences whether they saw it performed on the Noh, Bunraku or Kabuki stage, or depicted in paintings and prints. The many variants of the tale combine elements from early Japanese mythology and history; 14th-century Buddhist temple origin legend (engi) that reflects continuing anxiety about foreign invasion in the wake of the Mongol attacks of the late 13th century, and Noh play motifs.
The story unfolds from right to left, opening with a scene in and around the courtyard of Fujiwara Kamatari’s residence in the Nara area. Kamatari, the most powerful courtier of the seventh century, was the first and only person ever granted the rank of ‘Taishokan,’ the highest rank in a system used only between 647 and 685. According to legend, reputation of Kamatari daughter’s beauty made its way to China, where the emperor Taizong fell in love with her sight unseen, and asked to marry her. Kamatari’s daughter, Kohakunyo, is shown boarding her carriage to be sent abroad on the ships depicted below. Her new home, the Chinese court, is shown to the left. On the left screen, the treasures that the princess sends back to Japan, the most precious of them a jewel in which is embedded a tiny statue of the Buddha, have been entrusted to the Chinese general Wanhu. Wanhu is shown in battle with the forces of the dragon king who lives beneath the sea and succeeds in stealing the precious jewel. In the end, Kamatari (in other versions, such as the Noh play Ama [15th c.] and Chikamatsu Monzaemon’s Bunraku play Taishokan [1711], it is Kamatari’s grandson Fusasaki) enlists the help of a diver woman to recover the stolen jewel. She manages to sneak into the undersea Dragon Palace, recover the jewel, and escape—pursued by the Dragon King’s horde. Just as she reaches the surface—at the very center of the screen—she is slain by one of the Dragon King’s minions, a serpent-warrior. When the men on Kamatari’s ship recover her body, they find the jewel concealed in a slit she had cut into her chest—she had knowingly sacrificed herself, that is, to recover the precious jewel.
For a translation of one version of the Taishokan story, see Melanie Trede, Image, Text and Audience: The Taishokan Narrative in Visual Representations of the Early Modern Period (Peter Lang, 2003).",https://www.artic.edu/artworks/145673/the-tale-of-taishokan
jp_336,,Wood with traces of polychromy,Yakushi Nyorai,"The spiritual ideal of the late Heian period (794–1185) is revealed in serene religious images such as this statue of Yakushi Nyorai, the Buddha of healing. Traditionally invoked to cure both physical and spiritual afflictions, Yakushi lifts his right hand in a gesture of reassurance and protection while he cups a medicine bottle in his left hand. The gentle modeling and precisely folded drapery of this work express the elegance of Buddhist sculpture commissioned by the Heian aristocracy.",https://www.artic.edu/artworks/80886/yakushi-nyorai
jp_337,Katsushika Hokusai,Color woodblock print; oban,"Tama River in Musashi Province (Bushu Tamagawa), from the series “Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)”",,https://www.artic.edu/artworks/24790/tama-river-in-musashi-province-bushu-tamagawa-from-the-series-thirty-six-views-of-mount-fuji-fugaku-sanjurokkei
jp_338,Utagawa Hiroshige,Color woodblock prints; oban triptych,Evening View of Eight Famous Sites at Kanazawa (Buyo Kanazawa hassho yakei),,https://www.artic.edu/artworks/21631/evening-view-of-eight-famous-sites-at-kanazawa-buyo-kanazawa-hassho-yakei
jp_339,Ainu,"Elm tree bark fiber, plain weave; center back and outer edges appliquéd with cotton, plain weave; underlaid with cotton, plain weave; embroidered with cotton in laid work and couching",“Attus” Amip (Man’s Coat),"The fiber of this coat, seen here in its natural color, is made from the inner bark of the ohyō tree, a member of the elm family. The geometric patterns are made of indigo-dyed cotton attached with an appliquéd techinque.",https://www.artic.edu/artworks/149682/attus-amip-man-s-coat
jp_340,Suzuki Harunobu,Color woodblock print; chuban,Ono no Komachi Washing the Book,,https://www.artic.edu/artworks/20807/ono-no-komachi-washing-the-book
jp_341,Uchima Ansei,Color woodblock print,Nocturne,,https://www.artic.edu/artworks/5052/nocturne
jp_342,Ono Tadashige,Color woodblock print; edition 4/10,Road (Michi),,https://www.artic.edu/artworks/18116/road-michi
jp_343,Katsushika Hokusai,Color woodblock print; oban,"Hydrangea and Swallow, from an untitled series of large flowers",,https://www.artic.edu/artworks/25117/hydrangea-and-swallow-from-an-untitled-series-of-large-flowers
jp_344,Saito Kiyoshi,Color woodblock print; edition 18/100,"Ancient City, Nara",,https://www.artic.edu/artworks/8206/ancient-city-nara
jp_345,Hashiguchi Goyô,Graphite and ink on paper; book illustration,Bust of a Woman,,https://www.artic.edu/artworks/11447/bust-of-a-woman
jp_346,Torii Kiyonobu I,"Hand-colored woodblock print; o-oban, tan-e","The Actor Sanjo Kantaro II as Oshichi in the play “Nanakusa Fukki Soga,” performed at the Ichimura Theater in the first month, 1718",,https://www.artic.edu/artworks/19081/the-actor-sanjo-kantaro-ii-as-oshichi-in-the-play-nanakusa-fukki-soga-performed-at-the-ichimura-theater-in-the-first-month-1718
jp_347,Suzuki Harunobu,Color woodblock print; chuban,Lovers Beneath an Umbrella in the Snow,,https://www.artic.edu/artworks/8913/lovers-beneath-an-umbrella-in-the-snow
jp_348,Kitagawa Utamaro,Color woodblock print; oban,Connoisseurs of Contemporary Manners (Tosei fozoku tsu): The Geisha Style,,https://www.artic.edu/artworks/60318/connoisseurs-of-contemporary-manners-tosei-fozoku-tsu-the-geisha-style
jp_349,Kawase Hasui,Color woodblock print; oban,"Evening Shower at Teradomari (Teradomari no yau), from the series “Souvenirs of Travel, Second Series (Tabi miyage dai nishu)”",,https://www.artic.edu/artworks/15872/evening-shower-at-teradomari-teradomari-no-yau-from-the-series-souvenirs-of-travel-second-series-tabi-miyage-dai-nishu
jp_350,Kawase Hasui,Color woodblock print,"Kozu, Osaka, from the series “Souvenirs of Travel, Third Series (Tabi miyage dai sanshu)”","In this image, a single star is visible in the clear, dark blue sky above the distant lights of Osaka. The moon, somewhere behind the viewer and to the left, bathes the area in light. The shadows of unseen trees darken the paving stones, which are washed with a soft glow.",https://www.artic.edu/artworks/2573/kozu-osaka-from-the-series-souvenirs-of-travel-third-series-tabi-miyage-dai-sanshu
jp_351,Katsushika Hokusai,Color woodblock print; chuban,"Shimada, from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)”",,https://www.artic.edu/artworks/2938/shimada-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi
jp_352,Ohara Koson,Color woodblock print; oban,Egret Standing in Rain,,https://www.artic.edu/artworks/2712/egret-standing-in-rain
jp_353,Onchi Kōshirō,Woodblock and object print,Objet No. 2,"Onchi Kōshirō likely made only three prints of this work, which required 22 printing stages. The checkered background is composed of impressions taken from blocks of wood, and then he used charcoal dipped in bright orange paint to scatter dots over the surface. He often used small objects found in nature, such as seashells and leaves, to make his prints. In a 1964 essay, his daughter described her father’s childlike enthusiasm for the items he picked up: “He had the same kind of wonder for butterflies and the same love for shells as children have. For him nature was the eternal source of fun.”",https://www.artic.edu/artworks/58555/objet-no-2
jp_354,Saito Kiyoshi,Color woodblock print,Haniwa (2),,https://www.artic.edu/artworks/18118/haniwa-2
jp_355,Totoya Hokkei,"Color woodblock print; chuban, surimono",A Mountainous Landscape with a Stream,,https://www.artic.edu/artworks/23773/a-mountainous-landscape-with-a-stream
jp_356,Utagawa Hiroshige,Color woodblock print; oban,"Hilltop View from Yushima Tenjin Shrine (Yushima Tenjin sakaue tenbo), from the series “One Hundred Famous Views of Edo (Meisho Edo hyakkei)”",,https://www.artic.edu/artworks/13171/hilltop-view-from-yushima-tenjin-shrine-yushima-tenjin-sakaue-tenbo-from-the-series-one-hundred-famous-views-of-edo-meisho-edo-hyakkei
jp_357,,Wood with traces of pigment,Shinto Deity in the Guise of the Monk Hyeja,"This figure is said to represent the seventh-century Korean monk Eji, the foremost spiritual teacher of the first great patron of Buddhism in Japan, Prince Shotoku (574-622). The sculpture is made in the ichiboku technique, utilizing only a single block of wood. Its dramatic power is enhanced by the natabori technique, in which the sculptor’s chisel marks are clearly visible on the surface. This is very different from the more polished, usually lacquered surfaces of most Japanese Buddhist sculptures.",https://www.artic.edu/artworks/159534/shinto-deity-in-the-guise-of-the-monk-hyeja
jp_358,,"Hanging scroll; ink, colors, and gold on silk",Nehan: Death of the Buddha,,https://www.artic.edu/artworks/80547/nehan-death-of-the-buddha
jp_359,Torii Kiyonaga,"Color woodblock print; chuban, nishiki-e",Yushima from the series Scenes of Ten Teahouses (Chamise jikkei),,https://www.artic.edu/artworks/7545/yushima-from-the-series-scenes-of-ten-teahouses-chamise-jikkei
jp_360,Katsukawa Shun'ei,Color woodblock print; hosoban diptych,Actor Segawa Kikunojô III Possibly as Ono no Komachi in “Komachi Village: New Year at the Theater” (“Komachimura shibai no shôgatsu”),,https://www.artic.edu/artworks/3598/actor-segawa-kikunojo-iii-possibly-as-ono-no-komachi-in-komachi-village-new-year-at-the-theater-komachimura-shibai-no-shogatsu
jp_361,Maekawa Senpan,Color woodblock print,Titmouse and Girl,,https://www.artic.edu/artworks/11235/titmouse-and-girl
jp_362,Tōshūsai Sharaku,Color woodblock print; oban,The actor Ichikawa Ebizo IV as Takemura Sadanoshin,,https://www.artic.edu/artworks/86921/the-actor-ichikawa-ebizo-iv-as-takemura-sadanoshin
jp_363,Utagawa Hiroshige,Color woodblock print; oban,"Kawasaki: The Rokugo Ferry (Kawasaki, Rokugo no watashi)—No. 3, from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),” also known as the Reisho Tokaido",,https://www.artic.edu/artworks/18274/kawasaki-the-rokugo-ferry-kawasaki-rokugo-no-watashi-no-3-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi-also-known-as-the-reisho-tokaido
jp_364,Utagawa Hiroshige,Color woodblock print; oban,"Hara: Mount Fuji in the Morning (Hara, asa no Fuji), from the series “Fifty-three Stations of the Tokaido Road (Tokaido gojusan tsugi no uchi),” also known as the Hoeido Tokaido",,https://www.artic.edu/artworks/13219/hara-mount-fuji-in-the-morning-hara-asa-no-fuji-from-the-series-fifty-three-stations-of-the-tokaido-road-tokaido-gojusan-tsugi-no-uchi-also-known-as-the-hoeido-tokaido
jp_365,Utagawa Hiroshige,Color woodblock print; oban,"Kakegawa: The Crossroad at Akibayama (Kakegawa, Akibayama betsudo)—No. 27, from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),” also known as the Reisho Tokaido",,https://www.artic.edu/artworks/18304/kakegawa-the-crossroad-at-akibayama-kakegawa-akibayama-betsudo-no-27-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi-also-known-as-the-reisho-tokaido
jp_366,Suzuki Harunobu,Color woodblock print; chuban,"The Evening Glow of a Lamp (Andon no sekisho), from the series “Eight Views of the Parlor (Zashiki hakkei)”",,https://www.artic.edu/artworks/88968/the-evening-glow-of-a-lamp-andon-no-sekisho-from-the-series-eight-views-of-the-parlor-zashiki-hakkei
jp_367,Okumura Masanobu,"Hand-colored woodblock print; left sheet of hosoban triptych, urushi-e","The Courtesan Yugiri of Ibarakiya, Osaka, from a triptych of beauties of the three capitals",,https://www.artic.edu/artworks/8212/the-courtesan-yugiri-of-ibarakiya-osaka-from-a-triptych-of-beauties-of-the-three-capitals
jp_368,Ito Shinsui,Color woodblock print,"Rouge, from the series “New Twelve Images of Modern Beauties”",,https://www.artic.edu/artworks/7404/rouge-from-the-series-new-twelve-images-of-modern-beauties
jp_369,Ishikawa Toyonobu,"Hand-colored woodblock print; habahiro hashira-e, urushi-e",The Actor Sanogawa Ichimatsu I as Hisamatsu,"Sanogawa Ichimatsu I appeared in this role in the play The Eternal Soga of the Green Gate, which was presented at the Nakamura theater in February 1743. The brown-and-black checked pattern on Ichimatsu’s outercoat (haori) is a design he made fashionable, and it appears in many of his portraits. The contrast of the outer coat with the white kimono patterned with pink plum blossoms and seals is quite striking.",https://www.artic.edu/artworks/8188/the-actor-sanogawa-ichimatsu-i-as-hisamatsu
jp_370,Okumura Masanobu,"Hand-colored woodblock print; hosoban, urushi-e",Rooster Perched on Mortar,,https://www.artic.edu/artworks/19475/rooster-perched-on-mortar
jp_371,Ito Shinsui,Color woodblock print with mica background,"Nails, from the Second Series of Modern Beauties",,https://www.artic.edu/artworks/14156/nails-from-the-second-series-of-modern-beauties
jp_372,Komatsuya Hyakki,Color woodblock print; chuban,Yang Guifei,,https://www.artic.edu/artworks/21087/yang-guifei
jp_373,Katsushika Hokusai,Color woodblock print; chuban,"Fujisawa, from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)”",,https://www.artic.edu/artworks/2899/fujisawa-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi
jp_374,Suzuki Harunobu,Color woodblock print; hashira-e,Lovers under an Umbrella in the Snow,,https://www.artic.edu/artworks/22976/lovers-under-an-umbrella-in-the-snow
jp_375,Okumura Masanobu,Woodblock print; oban,"Murasaki Shikibu, from the series Ukiyo-e Genji",,https://www.artic.edu/artworks/19584/murasaki-shikibu-from-the-series-ukiyo-e-genji
jp_376,Kaigetsudo Dohan,"Hand-colored woodblock print; o-oban, tan-e",Standing Courtesan,,https://www.artic.edu/artworks/21713/standing-courtesan
jp_377,Torii Kiyonaga,"Color woodblock print; oban, triptych",Women Washing Clothes,,https://www.artic.edu/artworks/21732/women-washing-clothes
jp_378,Torii Kiyonaga,Color woodblock print; oban diptych,Admiring the wisteria at the Kameido Shrine,,https://www.artic.edu/artworks/190349/admiring-the-wisteria-at-the-kameido-shrine
jp_379,Utagawa Hiroshige,Color woodblock print; oban,"Yoshiwara: Mount Fuji on the Left (Yoshiwara, hidari Fuji), from the series “Fifty-three Stations of the Tokaido Road (Tokaido gojusan tsugi no uchi),” also known as the Hoeido Tokaido",,https://www.artic.edu/artworks/10929/yoshiwara-mount-fuji-on-the-left-yoshiwara-hidari-fuji-from-the-series-fifty-three-stations-of-the-tokaido-road-tokaido-gojusan-tsugi-no-uchi-also-known-as-the-hoeido-tokaido
jp_380,Kitagawa Utamaro,Color woodblock-printed book,Myriad Birds: A Kyoka Competition (Momo chidori kyoka awase),,https://www.artic.edu/artworks/187515/myriad-birds-a-kyoka-competition-momo-chidori-kyoka-awase
jp_381,,"Silk and gold-leaf-over-lacquered-paper strips, plain weave with supplementary patterning wefts bound on reverse face by secondary binding warps in plain interlacing; lined in red silk crepe (chirimen), plain weave; padded in silk, non-woven; dyed with safflower (beni)",Furisode,,https://www.artic.edu/artworks/918/furisode
jp_382,Katsukawa Shunsho,Hanging scroll; ink and colors on silk,Three Beauties Chatting by a Veranda,,https://www.artic.edu/artworks/11613/three-beauties-chatting-by-a-veranda
jp_383,Torii Kiyonobu I,"Woodblock print; oban sumizuri-e, 1 of 6 sheets from a 12-sheet composition (see 1925.2334a-f)",Arrival of the Korean Embassy in Edo,,https://www.artic.edu/artworks/21729/arrival-of-the-korean-embassy-in-edo
jp_384,Enomoto Chikatoshi,Hanging scroll; ink and colors on silk,Beauty Under the Cherry Blossoms,,https://www.artic.edu/artworks/156478/beauty-under-the-cherry-blossoms
jp_385,Ishikawa Toyonobu,"Hand-colored woodblock print; toku-oban, urushi-e",Courtesan Reading a Letter,,https://www.artic.edu/artworks/8191/courtesan-reading-a-letter
jp_386,Munakata Shikô,Woodblock prints mounted as a hanging scroll,In Praise of Flower Hunting,"Inspired by a photograph of a hunting-scene mural in Jilin Province, China, as well as by a Japanese ritual in which flowers are used as symbolic arrows, Munakata Shiko created this single large image made from 14 blocks. The hunters here are armed with flowers because, according to the artist, they are hunting with their hearts in an effort to celebrate the existence of all creatures.",https://www.artic.edu/artworks/11238/in-praise-of-flower-hunting
jp_387,Kitagawa Utamaro,Color woodblock print; oban,"Hanaogi of the Ogiya, from the series “Renowned Beauties Likened to the Six Immortal Poets (Komei bijin rokkasen)”",,https://www.artic.edu/artworks/26794/hanaogi-of-the-ogiya-from-the-series-renowned-beauties-likened-to-the-six-immortal-poets-komei-bijin-rokkasen
jp_388,Katsukawa Shunsho,Color woodblock print; hosoban,Actor Nakamura Noshio I as the Fox-Wife from Furui in “First Performance Day of the Izu Calendar” (“Izu-goyomi Shibai no Ganjitsu”),,https://www.artic.edu/artworks/12788/actor-nakamura-noshio-i-as-the-fox-wife-from-furui-in-first-performance-day-of-the-izu-calendar-izu-goyomi-shibai-no-ganjitsu
jp_389,Utagawa Hiroshige,Color woodblock print; ogi-e on aiban sheet,"Descending Geese at Shinobazu Pond (Shinobazu rakugan), from the series “Eight Views of the Eastern Capital (Toto hakkei)”",,https://www.artic.edu/artworks/18389/descending-geese-at-shinobazu-pond-shinobazu-rakugan-from-the-series-eight-views-of-the-eastern-capital-toto-hakkei
jp_390,"Kanô Yasunobu, School of",Album; ink on paper,"Shôki the Demon Queller, from an album of paintings of Shôki, Edo period (1615–1868)",,https://www.artic.edu/artworks/35361/shoki-the-demon-queller-from-an-album-of-paintings-of-shoki-edo-period-1615-1868
jp_391,Isoda Koryusai,Color woodblock print; chuban,Cat Pawing at Goldfish,,https://www.artic.edu/artworks/21177/cat-pawing-at-goldfish
jp_392,Hashiguchi Goyô,Color woodblock print with mica,Woman Combing her Hair (Portrait of Kodaira Tomi),,https://www.artic.edu/artworks/60805/woman-combing-her-hair-portrait-of-kodaira-tomi
jp_393,Furuyama Moroshige,"Woodblock print; oban, sumizuri-e",Reading a Letter,,https://www.artic.edu/artworks/19023/reading-a-letter
jp_394,Utagawa Sadahide,Color woodblock print; oban triptych,An American Mercantile Building in Yokohama (Yokohama ijin shokan no zu),,https://www.artic.edu/artworks/32423/an-american-mercantile-building-in-yokohama-yokohama-ijin-shokan-no-zu
jp_395,Katsushika Hokusai,Color woodblock print; chuban,"Kambara, from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)”",,https://www.artic.edu/artworks/2918/kambara-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi
jp_396,Kawase Hasui,Color woodblock print; oban,"Kannon Temple at Abuto (Abuto no Kannon), from the series “Selection of Views of Japan (Nihon fukei senshu)”",,https://www.artic.edu/artworks/15946/kannon-temple-at-abuto-abuto-no-kannon-from-the-series-selection-of-views-of-japan-nihon-fukei-senshu
jp_397,Katsushika Hokusai,Color woodblock print; chuban,"Yoshiwara, from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)”",,https://www.artic.edu/artworks/2916/yoshiwara-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi
jp_398,Katsushika Hokusai,Color woodblock print,A Perspective View: The Two Deva Kings Gate of Kinryuzan Temple (Ukie: Kinryuzan niomon no zu),,https://www.artic.edu/artworks/149104/a-perspective-view-the-two-deva-kings-gate-of-kinryuzan-temple-ukie-kinryuzan-niomon-no-zu
jp_399,Kitagawa Utamaro,Color woodblock print; oban,"Hinazuru of the Keizetsuro, from the series “Comparing the Charms of Beauties (Bijin kiryo kurabe) (Keizetsuro Hinazuru)”",,https://www.artic.edu/artworks/23935/hinazuru-of-the-keizetsuro-from-the-series-comparing-the-charms-of-beauties-bijin-kiryo-kurabe-keizetsuro-hinazuru
jp_400,Kitagawa Utamaro,Color woodblock print; oban triptych,At the Ferry Boat Landing,,https://www.artic.edu/artworks/21533/at-the-ferry-boat-landing
jp_401,Isoda Koryusai,Color woodblock print; chuban,"Seven Sages of the Bamboo Grove - No. 2 (Chikurin shichiken sono ni), from the series “Popular Versions of Sages (Fuzoku kenjin ryaku)”",,https://www.artic.edu/artworks/21399/seven-sages-of-the-bamboo-grove-no-2-chikurin-shichiken-sono-ni-from-the-series-popular-versions-of-sages-fuzoku-kenjin-ryaku
jp_402,Torii Kiyonobu I,"Woodblock print; single-page illustration from book, sumizuri-e","Matsukaze, from “Album of Courtesans (Keisei ehon)”",,https://www.artic.edu/artworks/19786/matsukaze-from-album-of-courtesans-keisei-ehon
jp_403,Utagawa Hiroshige,Color woodblock print; oban,"Okabe: Utsu Mountain (Okabe, Utsu no yama), from the series “Fifty-three Stations of the Tokaido Road (Tokaido gojusan tsugi no uchi),” also known as the Hoeido Tokaido",,https://www.artic.edu/artworks/18260/okabe-utsu-mountain-okabe-utsu-no-yama-from-the-series-fifty-three-stations-of-the-tokaido-road-tokaido-gojusan-tsugi-no-uchi-also-known-as-the-hoeido-tokaido
jp_404,Kitagawa Utamaro,Color woodblock print; oban,Takashima Ohisa,,https://www.artic.edu/artworks/89352/takashima-ohisa
jp_405,Suzuki Harunobu,Color woodblock print; chuban,"Descending Geese of the Koto Bridges (Kotoji no rakugan), from the series “Eight Views of the Parlor (Zashiki hakkei)”",,https://www.artic.edu/artworks/20814/descending-geese-of-the-koto-bridges-kotoji-no-rakugan-from-the-series-eight-views-of-the-parlor-zashiki-hakkei
jp_406,Ito Shinsui,Color woodblock print,"Face Powder, from the series “New Twelve Images of Modern Beauties”",,https://www.artic.edu/artworks/3282/face-powder-from-the-series-new-twelve-images-of-modern-beauties
jp_407,Utagawa Kunimaro I,Color woodblock print; oban,Picture of a Ferocious Tiger Drawn from Life (Shasei moko no zu),,https://www.artic.edu/artworks/103331/picture-of-a-ferocious-tiger-drawn-from-life-shasei-moko-no-zu
jp_408,Katsushika Hokusai,Color woodblock; album sheet,"A Philosopher Watching a Pair of Butterflies, from The Picture Book of Realistic Paintings of Hokusai (Hokusai shashin gafu)",,https://www.artic.edu/artworks/33421/a-philosopher-watching-a-pair-of-butterflies-from-the-picture-book-of-realistic-paintings-of-hokusai-hokusai-shashin-gafu
jp_409,Katsushika Hokusai,Color woodblock print; chuban,"Shono, from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)”",,https://www.artic.edu/artworks/3025/shono-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi
jp_410,Utagawa Hiroshige,Color woodblock print; oban,"Fox Fires on New Year’s Eve at the Changing Tree in Oji (Oji shozoku enoki omisoka no kitsunebi), from the series “One Hundred Famous Views of Edo (Meisho Edo hyakkei)”",,https://www.artic.edu/artworks/13183/fox-fires-on-new-year-s-eve-at-the-changing-tree-in-oji-oji-shozoku-enoki-omisoka-no-kitsunebi-from-the-series-one-hundred-famous-views-of-edo-meisho-edo-hyakkei
jp_411,Suzuki Harunobu,Color woodblock print; chuban yoko-e,Young Woman Riding a Phoenix,"Here, a beautiful young woman riding on a phoenix holds pan pipes (sho) in her hands. The numbers for the long months of the year are visible on her sleeve.
This subject probably refers to a Chinese immortal. One possibility is the sage who was known for his enchanting flute playing, while another is the sage who was often pictured riding a phoenix.",https://www.artic.edu/artworks/44206/young-woman-riding-a-phoenix
jp_412,Kitagawa Utamaro,Color woodblock print; oban triptych,Enjoying the Cool in a Garden,,https://www.artic.edu/artworks/21766/enjoying-the-cool-in-a-garden
jp_413,Katsushika Hokusai,Color woodblock print; yoko oban,"Tenji Tenno (The Emperor Tenji), first poet in the series One Hundred Poems by One Hundred Poets Explained by the Nurse","Emperor Tenji (628–681) reigned from 668 to 671, during which he established Japan’s first code of civil law. This scene is based on the story that while the emperor was traveling in the countryside, a sudden shower forced him to take shelter in a flimsy, temporary hut in a rice field. His poem expresses his sympathy for his subjects who must work and endure every day under such conditions.",https://www.artic.edu/artworks/89508/tenji-tenno-the-emperor-tenji-first-poet-in-the-series-one-hundred-poems-by-one-hundred-poets-explained-by-the-nurse
jp_414,Katsushika Hokusai,Color woodblock print; oban,"Bell-Flower and Dragonfly, from an untitled series of large flowers",,https://www.artic.edu/artworks/25129/bell-flower-and-dragonfly-from-an-untitled-series-of-large-flowers
jp_415,Katsukawa Shunsho,Color woodblock print; hosoban,"The Actor Segawa Kikunojo III as the Street-Walker Otsuyu in the Play Cho Chidori Wakayagi Soga, Performed at the Ichimura Theater in the Second Month, 1779",,https://www.artic.edu/artworks/12774/the-actor-segawa-kikunojo-iii-as-the-street-walker-otsuyu-in-the-play-cho-chidori-wakayagi-soga-performed-at-the-ichimura-theater-in-the-second-month-1779
jp_416,Suzuki Harunobu,Color woodblock print; chuban,"Descending Geese of the Koto Bridges (Kotoji no rakugan), from the series “Eight Views of the Parlor (Zashiki hakkei)”",,https://www.artic.edu/artworks/88966/descending-geese-of-the-koto-bridges-kotoji-no-rakugan-from-the-series-eight-views-of-the-parlor-zashiki-hakkei
jp_417,Hishikawa Moronobu,"Woodblock print; oban, sumizuri-e","Flower-Viewing Party with Crest-Bearing Curtain, from the series “Flower Viewing at Ueno (Ueno hanami no tei)”",,https://www.artic.edu/artworks/19016/flower-viewing-party-with-crest-bearing-curtain-from-the-series-flower-viewing-at-ueno-ueno-hanami-no-tei
jp_418,Onchi Kōshirō,Color woodblock print,Composition No. 2: Character (Still Life),,https://www.artic.edu/artworks/15837/composition-no-2-character-still-life
jp_419,Kitagawa Utamaro,Color woodblock print; oban hexaptych (one of a pair of triptychs),"On top and beneath Ryogoku Bridge (Ryogokubashi no ue, shita)",,https://www.artic.edu/artworks/8182/on-top-and-beneath-ryogoku-bridge-ryogokubashi-no-ue-shita
jp_420,Torii Kiyomasu II,"Hand-colored woodblock print; hosoban, urushi-e",The Actor Sanogawa Mangiku I,,https://www.artic.edu/artworks/19315/the-actor-sanogawa-mangiku-i
jp_421,Utagawa Hiroshige,Color woodblock print; oban,"Mimasaka Province: Yamabushi Valley (Mimasaka, Yamabushidani), from the series “Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)”",,https://www.artic.edu/artworks/13142/mimasaka-province-yamabushi-valley-mimasaka-yamabushidani-from-the-series-famous-places-in-the-sixty-odd-provinces-rokujuyoshu-meisho-zue
jp_422,Katsushika Hokusai,Color woodblock print; chuban,"Kuwana, from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)”",,https://www.artic.edu/artworks/3014/kuwana-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi
jp_423,Suzuki Harunobu,Color woodblock print; chuban,"Evening Glow of a Lamp (Andon no sekisho), from the series “Eight Views of the Parlor (Zashiki hakkei)”",,https://www.artic.edu/artworks/20817/evening-glow-of-a-lamp-andon-no-sekisho-from-the-series-eight-views-of-the-parlor-zashiki-hakkei
jp_424,Kawase Hasui,Color woodblock print; oban,Rain at Ushibori (Ame no Ushibori),,https://www.artic.edu/artworks/15900/rain-at-ushibori-ame-no-ushibori
jp_425,Suzuki Harunobu,"Color woodblock print; chuban, surimono",Lovers Dressing Beside a Window,,https://www.artic.edu/artworks/20915/lovers-dressing-beside-a-window
jp_426,Okumura Masanobu,"Woodblock print; oban, sumizuri-e","Eguchi and Love’s Fishing Boat (Koi no tsuribune Eguchi), no. 4 from a series of 12 prints depicting parodies of plays",,https://www.artic.edu/artworks/19633/eguchi-and-love-s-fishing-boat-koi-no-tsuribune-eguchi-no-4-from-a-series-of-12-prints-depicting-parodies-of-plays
jp_427,Isoda Koryusai,Color woodblock print; oban,"Hamaya of the Asahimaruya, from the series “Models for Fashion: New Designs as Fresh as Young Leaves (Hinagata wakana no hatsu moyo)”",,https://www.artic.edu/artworks/21355/hamaya-of-the-asahimaruya-from-the-series-models-for-fashion-new-designs-as-fresh-as-young-leaves-hinagata-wakana-no-hatsu-moyo
jp_428,Kitagawa Utamaro,Color woodblock print; naga-oban,A Courtesan and her Attendant,,https://www.artic.edu/artworks/19202/a-courtesan-and-her-attendant
jp_429,Utagawa Hiroshige,Color woodblock print; oban,"Omi Province: Lake Biwa and Ishiyama Temple (Omi, Biwako Ishiyamadera), from the series “Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)”",,https://www.artic.edu/artworks/13152/omi-province-lake-biwa-and-ishiyama-temple-omi-biwako-ishiyamadera-from-the-series-famous-places-in-the-sixty-odd-provinces-rokujuyoshu-meisho-zue
jp_430,Katsukawa Shunsho,Color woodblock print; hosoban,"The Actor Ichikawa Yaozo II as Hachio-maru Aratora in the Play Chigo Sakura Jusan Kane, Performed at the Ichimura Theater in the Eleventh Month, 1774",,https://www.artic.edu/artworks/4527/the-actor-ichikawa-yaozo-ii-as-hachio-maru-aratora-in-the-play-chigo-sakura-jusan-kane-performed-at-the-ichimura-theater-in-the-eleventh-month-1774
