ids,artists,mediums,titles,descriptions,urls
usa_345,Arnold Newman,Dye imbibition print,Ithaca-Policeman in Front of Fruit Stand,"In the 1930s Arnold Newman began making black-and-white portraits of such notables as Pablo Picasso, Andy Warhol, and John F. Kennedy, utilizing personal artifacts or specialized tools to convey his subjects’ personali-ties or professions. Newman took this rarely exhibited photograph of an African American policeman standing in front of a store window while he was on assignment for Life magazine in Ithaca, New York. In contrast to his iconic, highly constructed portraits, this picture exemplifies a more spontaneous approach in vivid color. Forgoing props, poses, and artificial lighting, Newman instead allowed the world to meet him halfway.",https://www.artic.edu/artworks/4631/ithaca-policeman-in-front-of-fruit-stand
usa_346,Frank Weston Benson,Oil on canvas,Rainy Day,"In this interior scene of the artist’s summer residence in Maine, American Impressionist Frank Weston Benson depicted his daughter Elisabeth curled up in a rattan chair near a large fireplace. Benson is best known for his outdoor figural compositions, which often feature his wife or children in sun-filled, breezy landscapes. Rainy Day, in contrast, is a study of the subtler effects of interior light. The artist captured the soft, filtered light emanating from the left and embers glowing at far right. Benson was one of a number of late-19th-century artists who painted scenes of contemplative women in interiors, sometimes engaged in activities like sewing or reading, suggesting a cultural link between domesticity and femininity.",https://www.artic.edu/artworks/64479/rainy-day
usa_347,Narcissa Niblack Thorne,"Miniature room, mixed media","A8: Massachusetts Bedroom, c. 1801",,https://www.artic.edu/artworks/45336/a8-massachusetts-bedroom-c-1801
usa_348,Ivan Albright,Oil on canvas,The Temptation of St. Anthony,,https://www.artic.edu/artworks/93799/the-temptation-of-st-anthony
usa_349,Jasper Johns,paper on hardboard,Alphabet,"Jasper Johns has worked with stencils of alphabet letters since the 1950s, yet this is his only painting that shows a single sequence from A to Z. The artist made Alphabet the same year in which he introduced riots of primary color-augmented by touches of green, pink, orange, pale blue, gray, brown, black, and white into his work. We might try to read this painting in order, letter by letter, from top left to bottom right. But the jumble of strokes, daubs, smudges, and collaged fragments of painted paper scatters our eyes across the animated surface, challenging any sense of sequential progress. In this way, two different stylistic approaches orderly grids of stenciled forms versus brushy gestures are set against one another.",https://www.artic.edu/artworks/229353/alphabet
usa_350,Max Kahn,Lithograph on paper,Dark Encounter,,https://www.artic.edu/artworks/11078/dark-encounter
usa_351,Franz Kline,Oil on canvas,Painting,"Until the early 1940s, Franz Kline painted realistic landscapes, portraits, and cityscapes that were inspired by the textures and forms of New York City. Around 1949 he began to make black-and-white canvases such as Painting, which, while abstract, continue to suggest the invigorating energy of urban street life. The artist’s preparation for his paintings included making numerous sketches on newspaper or telephone-book pages. He then translated a small-scale drawing onto canvas, as, what he called, “strokes expanding as entities in themselves.” Utilizing housepainters’ brushes, Kline tacked his canvases to a wood panel in order to obtain the hard surface that he needed to paint his world of eternally colliding forces. Though the many visible drip marks imply a quick, spontaneous execution, the artist returned to this work several times over a two-month period to refine and strengthen its rhythm and spacing.",https://www.artic.edu/artworks/102581/painting
usa_352,Frank Stella,Metallic powder in polymer emulsion on canvas,De la nada vida a la nada muerte,"Known for his early stripe paintings and elaborately shaped canvases, the prodigiously inventive Frank Stella always works in series. De la nada vida a la nada muerte is the largest of his Running V paintings—a set of large, monochromatic striped pictures whose titles derive from colloquial Spanish expressions. The length and mellifluous sound of this work’s title, which literally means “From life nothing to death nothing,” coincides with the rising and falling visual cadences of the painting. The two-dimensional surface, which appears as if it might continue into infinity, consists of 20 parallel lines and seems to alternately project from and recede into the wall. Although Stella’s rigorously calibrated surface, immaculate execution, and use of monochromatic gold pigment temper this painting, they barely constrain its kinetic exuberance.",https://www.artic.edu/artworks/25671/de-la-nada-vida-a-la-nada-muerte
usa_353,George Platt Lynes,Gelatin silver print,Henri Cartier-Bresson,,https://www.artic.edu/artworks/12171/henri-cartier-bresson
usa_354,Ivan Albright,Oil on canvas,"Heavy the Oar to Him Who Is Tired, Heavy the Coat, Heavy the Sea",,https://www.artic.edu/artworks/9535/heavy-the-oar-to-him-who-is-tired-heavy-the-coat-heavy-the-sea
usa_355,Ivan Albright,Oil on canvas,Nude,,https://www.artic.edu/artworks/62271/nude
usa_356,Timothy Cole,Wood engraving on paper,Mona Lisa,,https://www.artic.edu/artworks/77544/mona-lisa
usa_357,Alson Skinner Clark,Oil on canvas,The Coffee House,"In The Coffee House, Alson Skinner Clark painted Chicago on a winter day, with ice floating down the river and the city’s skyscrapers looming through smoke and fog. The State Street Bridge, with its characteristic curving ironwork, draws the viewer’s eye into the picture. Clark’s scene is in the tradition of the urban realism of the French Impressionists, recalling such pictures as Claude Monet’s Arrival of the Normandy Train, Gare Saint-Lazare. Like Monet, Clark sought to suggest both the ephemeral nature of fog and smoke and the atmosphere’s effect upon the forms of the city.",https://www.artic.edu/artworks/118283/the-coffee-house
usa_358,Virginia Keep Clark,Pastel on paper,Portrait of Mrs. James Ward Thorne,,https://www.artic.edu/artworks/32088/portrait-of-mrs-james-ward-thorne
usa_359,Gustave Baumann,Color woodcut on tan laid paper,Pines Grand Canyon,,https://www.artic.edu/artworks/8776/pines-grand-canyon
usa_360,Narcissa Niblack Thorne (Designer),"Miniature room, mixed media","A23: Virginia Drawing Room, 1754",,https://www.artic.edu/artworks/45377/a23-virginia-drawing-room-1754
usa_361,Narcissa Niblack Thorne (Designer),"Miniature room, mixed media","A30: Georgia Double Parlor, c. 1850",,https://www.artic.edu/artworks/45398/a30-georgia-double-parlor-c-1850
usa_362,John Quidor,Oil on canvas,Rip Van Winkle,"One of the most original literary painters of the mid-19th century, John Quidor frequently drew on the popular tales of the American author Washington Irving, interpreting them with great imagination and a genuine flair for drama. Quidor’s Rip Van Winkle depicts the moment that Rip, awake after his 20-year sleep in the Catskill Mountains, confronts the suspicious townsfolk who do not recognize their long-lost neighbor. Unlike many portrayals of Rip Van Winkle that emphasize his age and confusion, Quidor’s version casts Rip as strong and defiant. Gesturing forcefully at his son (who is slumped against a tree), Rip acts to regain his sense of belonging in a now-unfamiliar world.",https://www.artic.edu/artworks/97873/rip-van-winkle
usa_363,Stanley William Hayter,"Color engraving, soft ground etching, and scorper white wove paper",Le Couple,,https://www.artic.edu/artworks/3164/le-couple
usa_364,Arthur Dove,Pastel on paper on masonite,Nature Symbolized No. 2,,https://www.artic.edu/artworks/90205/nature-symbolized-no-2
usa_365,Mark Rothko,Acrylic on paper,Untitled,,https://www.artic.edu/artworks/66738/untitled
usa_366,Kurt Seligmann,Pen and black ink on cream wove paper,Untitled,,https://www.artic.edu/artworks/2889/untitled
usa_367,Ansel Adams,Gelatin silver print,"Moonrise, Hernandez, New Mexico",,https://www.artic.edu/artworks/76934/moonrise-hernandez-new-mexico
usa_368,Edward Hopper,"Watercolor, over graphite, on ivory wove paper",Gloucester Mansions,"Edward Hopper is best known today for his famous 1942 painting Nighthawks. As a young man, he studied painting in New York with William Merritt Chase and Robert Henri, and like many young artists of his generation, he traveled to Paris to learn the latest trends in art before establishing himself as an illustrator in New York. He began to experiment with printmaking around 1915, and by the 1920s, he had found a uniquely American style featuring urban landscapes. A masterful watercolorist, he perfected his evocation of brilliant seaside light while painting the Victorian mansions of Gloucester, Massachusetts.",https://www.artic.edu/artworks/14749/gloucester-mansions
usa_369,Richard Artschwager,Formica on wood,Table with Pink Tablecloth,"Richard Artschwager’s work defies categorization, yet it often combines elements of both Pop Art and Minimalism. An early example of his “furniture surrogates,” which draw upon his experience as the owner of a successful carpentry and furniture-design business, Table with Pink Tablecloth was exhibited— along with other compact, geometric masses wrapped with formica “pictures” so that they resemble domestic items—in his first solo show at the Leo Castelli Gallery, New York, in 1965. Artschwager described this work as “the way a table with a tablecloth is in a painting, in a still life—a three-dimensional still life.” Too short to be useful as a piece of furniture, this translation of a Parsons table depicts a solid form as both mass and void and attempts to reveal the levels of deception involved in pictorial illusionism.",https://www.artic.edu/artworks/146901/table-with-pink-tablecloth
usa_370,Gaston Lachaise,Bronze,Woman (Elevation),"Born in France, Gaston Lachaise immigrated to the United States when he was 24 years old. He modeled Woman (Elevation) after Isabel Dutaud Nagle, whom he married in 1917, telling her, “I want to create a miracle with it… as great as you.” Although it definitely evokes his subject’s appearance, this sculpture represents Lachaise’s first full-scale expression of the idealized female form that would come to dominate his art. The figure’s long legs support a voluptuous torso that recalls ancient fertility goddesses and a disproportionally small waist that accentuates her ample hips and breasts. Modernists like Lachaise were fascinated by preclassical art because they believed it possessed a primitive vitality absent from later art forms.",https://www.artic.edu/artworks/58839/woman-elevation
usa_371,John McCracken,"Wood, fiberglass and lacquer",Red Plank,"John McCracken was a pioneering figure of West Coast Minimalism in the 1960s, when many California artists were concerned with issues of light and color. Having begun his career as a painter, he moved toward a more object-based aesthetic, making abstract works in the form of basic geometric shapes such as cubes or quadratic volumes. In 1966 he developed what became his signature sculptural forms: tall, leaning planks made of wood, coated in fiberglass, and then painted with a highly finished lacquer. Striking in their monolithic simplicity and characterized by pure, monochromatic surfaces, McCracken’s handcrafted “planks,” which rest on the floor and lean against the wall, successfully blur the boundary between painting and sculpture.John McCracken is considered a Minimalist sculptor with a singularly spiritual bent. He lacquered basic geometric volumes to lustrous effect, and California car culture often motivated his color choices (cars were “mobile color chips,” he once said), but he strove to make objects that were also “hallucinatory” or “other-wordly.” From 1966 forward McCracken’s signature form was the vividly monochrome “plank,” of which Red Plank is a prime example—stately, monolithic, yet leaning casually against the gallery wall.These sleek sculptures exist “between two worlds,” the artist explained, “the floor representing the physical world of standing objects, trees, cars, buildings, human bodies … and the wall representing the world of the imagination, illusionist painting space, [and] human mental space.”",https://www.artic.edu/artworks/33775/red-plank
usa_372,Beauford Delaney,Oil on canvas,Self-Portrait,"Beauford Delaney offered a penetrating, uncompromising view of himself in this self-portrait. The artist used bold, thick strokes of paint in bright colors to render a portrayal of vibrant yet haunting intensity—seemingly capturing his psyche as well as his appearance—which could allude to his struggle for personal and public acceptance as a gay black man.The son of a Tennessee preacher, Delaney studied art in Boston before settling in 1929 in New York, where he befriended artists such as Georgia O’Keeffe and Jackson Pollock as well as writer James Baldwin, with whom he formed an especially deep, intellectual relationship of mutual inspiration and mentorship.",https://www.artic.edu/artworks/111629/self-portrait
usa_373,Narcissa Niblack Thorne (Designer),"Miniature room, mixed media","A2: New Hampshire Parlor, c. 1710",,https://www.artic.edu/artworks/45317/a2-new-hampshire-parlor-c-1710
usa_374,Gustave Baumann,Color woodcut on tan wove paper,The Rug Weaver,,https://www.artic.edu/artworks/9343/the-rug-weaver
usa_375,André Kertész,Gelatin silver print,Chez Mondrian,"In 1925, André Kertész moved from his native Hungary to Paris, where he found a community of like-minded artists and writers. Among them was Piet Mondrian, the De Stijl painter who was becoming known for his geometric abstractions. Mondrian invited the young photographer to his studio in early 1926. As Kertész recalled years later:“I went to his studio and instinctively tried to capture in my photographs the spirit of his paintings. He simplified, simplified, simplified. The studio with its symmetry dictated the composition. He had a vase with a flower, but the flower was artificial. It was colored by him with the right color to match the studio.”Although Mondrian imposed rigid geometric order on everything in the apartment, Kertész found deviations in the curves of the staircase, vase, and the round boater hat hanging on the rack. (The hat belonged to the photographer’s friend Michel Seuphor, a painter and writer who authored a book on Mondrian, who had accompanied Kertész to the studio.) This photograph has become one of Kertész’s most famous, although it was not published until 1943. It was known previously only through exhibitions, including Kertész’s first exhibition in 1927 at the Parisian gallery Au Sacre du Printemps.",https://www.artic.edu/artworks/50154/chez-mondrian
usa_376,Ed Paschke,Oil on canvas,Mid American,"Ed Paschke was a member of the late-1960s Chicago Imagist movement, a group of artists whose expressive style of figurative painting was rooted in outsider art, popular culture, and Surrealism. Their art added heat to Pop Art’s cool aesthetic. Mid American, an early painting that Paschke reworked several times, exemplifies the artist’s characteristic style, which utilized luminous, electric colors and fantastic imagery, yet remained rooted in a gritty realism. The confrontational, satin-robed athlete appears playfully otherworldly, with enlarged wing-tipped spats—a significant precursor to Paschke’s later shoe paintings—that emerge like butterfly wings behind his shoulders. The inscription on his shorts, Our Cover—like the tattoo on his chest, the mask on his face, the baseball mitts that float next to him, and his athletic attire—suggests the social markings used to conceal, protect, and layer a middleclass, middle-American identity.",https://www.artic.edu/artworks/34149/mid-american
usa_377,Bruce Nauman,"Two color videos, sound, two monitors on two pedestals; Tape I (male): 60 min. loop; Tape II (female): 52 min. loop Edition number twenty-nine of forty",Good Boy Bad Boy,"Bruce Nauman is a wildly influential artist whose work has explored the poetics of confusion, anxiety, boredom, entrapment, and failure since the 1960s. Nauman was a key figure in the experimental film and video movement of the late 1960s and early 1970s with such works as Dance or Exercise Around the Perimeter of a Square (Square Dance). After 1973, film and video become conspicuously absent from his work, replaced largely by language-based neon sculptures. He returned to video more than a decade later, with Good Boy Bad Boy. Of this decision, the artist recalled, “I think it’s because I had this information that I didn’t want to put into a neon sign… . I had thought about presenting it as a performance, but I have never felt comfortable with performance. And so video seemed to be a way to do it.” Conceived as a didactic moral statement, the installation employs two actors, Joan Lancaster and Tucker Smallwood, who are presented in close-up, like newscasters, on two separate monitors. Each recites a one-hundred-line commentary on the human condition that includes passages such as “I was a good boy/You were a good boy/We were good boys” and “I hate/You hate/We hate/This is hating.” Directly confronting the viewer, they deliver each repetition with increased emotional intensity, shifting in and out of sync with one another.",https://www.artic.edu/artworks/146915/good-boy-bad-boy
usa_378,Cy Twombly,"Wax crayon, lead pencil, oil paint, colored pencil on canvas",The Second Part of the Return from Parnassus,"Cy Twombly often titled his early 1960s works with florid evocations of art, myth, and allegory. These paintings, for example, refer to Mount Parnassus, the fabled home of Apollo and the Muses, which became known as the center of poetry, music, and learning in ancient Greece. These early paintings mix regular, system-based forms, numbers, and grids together with irregular, nature-based pictograms and suggestive or intuitive references to corporeal processes—sexual and otherwise. These are aspects of a general practice in which Twombly juxtaposes such marks to connote the dualities of mind and body. In their exuberant scale and color, the artist’s works of 1961 also reflect his response to the great architectural spaces of Rome, embracing the city’s grandeur and decadence in its ancient, Baroque, and modern incarnations.",https://www.artic.edu/artworks/186050/the-second-part-of-the-return-from-parnassus
usa_379,Narcissa Niblack Thorne (Designer),"Miniature room, mixed media","A25: Virginia Drawing Room, 1755",,https://www.artic.edu/artworks/45382/a25-virginia-drawing-room-1755
usa_380,Narcissa Niblack Thorne (Designer),"Miniature room, mixed media","A22: Virginia Dining Room, c. 1752",,https://www.artic.edu/artworks/45374/a22-virginia-dining-room-c-1752
usa_381,Narcissa Niblack Thorne,"Miniature room, mixed media","A4: Connecticut Valley Tavern Parlor, c. 1750",,https://www.artic.edu/artworks/45323/a4-connecticut-valley-tavern-parlor-c-1750
usa_382,Man Ray (Emmanuel Radnitzky),"Brass, silver, and gold",Chess Set,,https://www.artic.edu/artworks/111634/chess-set
usa_383,Winslow Homer,"Transparent watercolor, with touches of opaque watercolor, rewetting, blotting and scraping, over graphite, on thick, moderately textured (twill texture on verso), ivory wove paper (left, right and lower edges trimmed)",Life-Size Black Bass,"In January 1904, Homer traveled to Homosassa, Florida, to fish. The Homosassa River, on the gulf side of the state, was home to many fish species and supported a lush wildlife habitat. It was in Homosassa that Homer painted his final tropical watercolors, including Life-Size Black Bass. In this work, the artist placed the underside of the huge, brightly colored fish at center and close to the viewer, bringing alive the drama, immediacy, and excitement of the fisherman’s experience as his fly, a “scarlet ibis,” hangs in the air. With trademark ambiguity, Homer presented the bass suspended between life and death. Will it succeed in grabbing its bright target only to seal its fate? The fish’s sudden jump slices through the dark, quiet jungle with a momentary flash of life and color.In order to force the viewer into the path of the leaping fish, Homer cropped three centimeters off the lower edge of Life-Size Black Bass. He then centered and framed the fish for maximum effect by trimming a total of 2 centimeters from the right and left edges. The sheet dimensions are 350 x 526 millimeters; the original sheet dimensions were 380 x 545 millimeters as compared with uncut sheets of the same paper type. The trimmed edges appear slightly uneven and lack any adhesive residue from the watercolor paper block. As in a photograph with a short focal length, Homer presented the fish in tight focus against a vague and fluid background. With these compositional choices Homers heightened the tension of the strong, vital bass, frozen in motion, before capture and death. Such dramatic psychological impact results from Homer’s three decades of persistent observation using watercolor to transcribe nature on paper.",https://www.artic.edu/artworks/189152/life-size-black-bass
usa_384,James McNeill Whistler,Oil on panel,"Coast Scene, Bathers","In this intimately scaled seascape, James McNeill Whistler employed the sparest of compositional elements to evoke a coastal atmosphere. Broad horizontal bands of blues and gray suggest sky, ocean, and sand, with dabs of thin pigment giving economical, yet expressive form to around a dozen figures on the windswept beach. Whistler dedicated much of his artistic practice to capturing the mood and color harmonies of marine scenes. Coast Scene, Bathers was painted en plein air, a practice to which the artist returned in the 1880s. It marked a distinctive shift from his studio-produced Nocturnes of the previous decade.",https://www.artic.edu/artworks/14309/coast-scene-bathers
usa_385,Mike Kelley,Found stuffed cloth toys,Eviscerated Corpse,"Mike Kelley’s work takes pleasure in perversion and embraces bad taste. Many of his early sculptures employ secondhand dolls and stuffed animals. Used, soiled, and discarded, Kelley’s toys violate the sentimental association of youth with innocence. Eviscerated Corpse, from his series Half a Man, is one of the artist’s bestknown objects. Its cartoonish horror presents childhood as pathology: dolls and stuffed animals lack sexual specificity, which perhaps reflects the desire of adults to maintain the chastity of children. Kelley said that “the stuffed animal is a pseudo-child, a cutified sexless being which represents the adult’s perfect model of a child—a neutered pet.” His icon of childhood is a hypersexualized monster, with the tiny doll either spilling its intestines, giving birth, or both.",https://www.artic.edu/artworks/146512/eviscerated-corpse
usa_386,Adam Emory Albright,Oil on canvas,Barnacles,,https://www.artic.edu/artworks/23376/barnacles
usa_387,Narcissa Niblack Thorne,"Miniature room, mixed media","A6: New Hampshire Dining Room, 1760",,https://www.artic.edu/artworks/45330/a6-new-hampshire-dining-room-1760
usa_388,Marcel Duchamp,Wood,Hat Rack,,https://www.artic.edu/artworks/73661/hat-rack
usa_389,Edward Hopper,Etching on off-white wove paper,Night on the El Train,,https://www.artic.edu/artworks/50091/night-on-the-el-train
usa_390,Arthur Dove,Encaustic on canvas,A Reasonable Facsimile,"An exploration of the tensions between representation and abstraction, A Reasonable Facsimile appears purely nonobjective yet nevertheless suggests a landscape. The yellow half-circle at the top could represent the sun, one of Dove’s favorite subjects, and the areas of green and brown may be the earth below. When he exhibited this work in 1942 at An American Place, Dove published a poem in the catalogue, which includes the lines “There is much to be done— / Works of nature are abstract. / They do not lean on other things for meanings.” The title of this painting sums up Dove’s artistic project over the four decades of his career: to capture the abstraction of nature by creating “a reasonable facsimile” of its appearance.",https://www.artic.edu/artworks/65906/a-reasonable-facsimile
usa_391,Max Ernst,Oil on canvas,Spanish Physician,,https://www.artic.edu/artworks/145243/spanish-physician
usa_392,James McBey,"Watercolor on ivory wove paper, laid down on cream board","Windmill, Veere",,https://www.artic.edu/artworks/15898/windmill-veere
usa_393,Narcissa Niblack Thorne (Designer),"Miniature room, mixed media","A33: “Middletown” Parlor, 1875-90","“Middletown” is a fictionalized town in Indiana, Narcissa Thorne’s home state, and the eclectic decorative accessories in this miniature room impart a personal, lived-in quality. Objects like porcelain vases, crystal paperweights, books, newspapers, and even tiny photographs suggest that this room is based on Thorne’s memories of her childhood.",https://www.artic.edu/artworks/45407/a33-middletown-parlor-1875-90
usa_394,Janet Fish,Pastel over graphite on ivory wove paper prepared with watercolor washes,Three Wine Glasses and House,,https://www.artic.edu/artworks/149995/three-wine-glasses-and-house
usa_395,Henry Ward Ranger,Oil on canvas,Brooklyn Bridge,"Although best known for his bucolic views of the countryside near his Connecticut home, New York City was Henry Ward Ranger’s primary place of residence, and the artist found inspiration in the urban environment. In Brooklyn Bridge he recorded one of the greatest icons of modernity. Completed in 1883, this impressive structure was still the longest suspension bridge in the world when Ranger painted it sixteen years later. Yet instead of emphasizing its massive scale or modern construction the artist produced a fairly traditional view, integrating the bridge into the landscape. The painting displays a rich luminosity through Ranger’s method of layering applications of paint and using transparent glazes.",https://www.artic.edu/artworks/16545/brooklyn-bridge
usa_396,Gustave Baumann,Color woodcut on cream laid paper,The Green Gate,,https://www.artic.edu/artworks/8745/the-green-gate
usa_397,Edward Hopper,Etching on ivory wove paper,The Evening Wind,,https://www.artic.edu/artworks/36038/the-evening-wind
usa_398,Narcissa Niblack Thorne (Designer),"Miniature room, mixed media","A9: Massachusetts Parlor, 1818",,https://www.artic.edu/artworks/45339/a9-massachusetts-parlor-1818
usa_399,Emil Armin,Woodcut in black and red on cream Japanese paper,"Mountain Farm, Santa Fe",,https://www.artic.edu/artworks/3036/mountain-farm-santa-fe
usa_400,Philip Guston,Oil on canvas,Bad Times,"In the late 1960s, painter Philip Guston made a radical shift. Previously acclaimed for lush, luminous abstract works, he turned to crude, awkward renderings of often-sinister figures and objects. “I got sick and tired of that purity,” he declared. “I wanted to tell stories.” In an outpouring of figurative work near the end of his career that employed recurring imagery such as cartoonish Ku Klux Klansmen and piles of prone legs with the soles of their shoes exposed, Guston addressed sociopolitical issues as well as his own artistic conflicts. Starkly titled, Bad Times is dominated by brushy, almost pearlescent passages of paint that seem at odds with, but that also ground, a graphic scene of violence or its aftermath.",https://www.artic.edu/artworks/118569/bad-times
usa_401,Winslow Homer,"Transparent watercolor, with touches of opaque watercolor, rewetting, blotting, scraping and graphite, on thick, moderately textured (twill texture on verso), ivory wove paper",Stowing Sail,"Homer created sparkling watercolor sketches of sailboats in Bahamian waters during his 1898-99 Bahamas trip. When he visited Key West, Florida, in the winter of 1903-04, he further indulged his interest in the details of local boating. There, Homer painted Stowing Sail on December 22, 1903. Everything about this watercolor points toward rapid, plein-air execution.The artist’s graphite underdrawing is a quick and sketchy series of lines that establish the major contours on the sheet. Pentiments, or shifts, in the underdrawing show that when he began the sketch, the figure was leaning further forward, gathering the sail over the back of the boat. This adjustment suggests that Homer was working quickly to keep up with the man’s progress.Homer applied all of his washes directly within the forms marked in the underdrawing, working wet-on-wet, as if there were not enough time to wait for one to dry before adding the next. When he brushed the heavy, red stroke at the front of the boat, it bled upward into the still-wet blue shadow on the side.",https://www.artic.edu/artworks/16831/stowing-sail
usa_402,Claes Oldenburg,Cor-ten and stainless steel; edition three of three,Clothespin,"Over the last 50 years, Claes Oldenburg has created an art of parody and humor by radically altering the scale of and materials associated with everyday objects. His early work in the 1960s took the form of brightly painted plaster reliefs and sculptures of foodstuffs and other commercial products. Later the canvas props that Oldenburg had sewn for earlier performancebased events led to large-scale soft sculptures. By the mid-1960s, the artist turned his attention to drawings and proposals for outdoor monuments—some imaginary, some real. A 45-foot-tall version of Clothespin is installed near City Hall in Philadelphia.",https://www.artic.edu/artworks/109915/clothespin
usa_403,Ivan Albright,Oil on canvas,Divided and Divided,,https://www.artic.edu/artworks/93808/divided-and-divided
usa_404,Chuck Close,Oil on canvas,Alex,"Since the late 1960s, the pioneering Realist artist Chuck Close has used the human face, tightly framed, as the basis for his art. In 1987 the artist made 24-x-20-inch Polaroid portraits of several fellow artists, which he then turned into studies for oil paintings. Two years later, he suffered a collapsed spinal artery, which severely limited his mobility and confined him to a wheelchair. With great determination, Close regained his former control of his medium, as this monumental portrait of the artist Alex Katz demonstrates. Like much of his recent work, it is less an exact likeness than an exploration of process. Incremental blips of paint—circles, dots, and dashes—are laid into a grid corresponding to the original photographic study.",https://www.artic.edu/artworks/144814/alex
usa_405,Chuck Close,Daguerreotype,Self-Portrait,,https://www.artic.edu/artworks/180752/self-portrait
usa_406,William Michael Harnett,Oil on canvas,Just Dessert,"One of only three works William Michael Harnett painted in the year before his death, Just Dessert offers the viewer a display of foodstuffs sumptuously arranged on a marble surface. The traditional tabletop composition is one that Harnett often employed in his still lifes. In Just Dessert, the exotic clashes with the quotidian—Maraschino liqueur, half a coconut, and Smyrna figs rest alongside a copperpitcher, pewter tankard, and ginger jar. Small crumbs of cork are visible on the grapes and fig seeds are smashed on the side of the wooden box, indicating that the dessert has been eaten, as well as highlighting Harnett’s skillful renderings in trompe l’oeil (fool-the-eye) painting.",https://www.artic.edu/artworks/44065/just-dessert
usa_407,Jacob Lawrence,Color screenprint on white wove card,Confrontation at the Bridge,,https://www.artic.edu/artworks/189201/confrontation-at-the-bridge
usa_408,Arthur B. Davies,Black crayon and white chalk on brown laid paper (partially discolored to tan),Standing Female Nude,,https://www.artic.edu/artworks/7260/standing-female-nude
usa_409,James McNeill Whistler,Oil on board mounted on wood panel,The Artist in His Studio,"By the mid-1860s, the London-based, American artist James McNeill Whistler was increasingly fascinated with the aesthetics of Asian art. In The Artist in His Studio, Whistler stares out at the viewer with palette and paintbrush in hand, surrounded by works from his collection: three Japanese scrolls hang on the wall and Chinese porcelain adorns shelves on the left. He applied thin layers of paint in muted tones to evoke the flattened appearance of Japanese woodblock prints. The composition also recalls the work of the Spanish Baroque master, Diego Velázquez. Whistler harmonized Western and Eastern artistic elements, placing himself at the center of such an enterprise.",https://www.artic.edu/artworks/65709/the-artist-in-his-studio
usa_410,Mary Cassatt,"Color aquatint with drypoint from three plates, partially printed à la poupée, on ivory laid paper",Maternal Caress,"Mary Cassatt began a series of ten color prints in 1890 that were intended for an 1891 exhibition at the influential Galerie Durand-Ruel in Paris. These prints exemplify the influence of Japanese color woodblock printmaking on her choice of composition, subject matter, and technique. In Maternal Caress, Cassatt portrayed a woman embracing her infant child. She rendered the figures and furniture as simplified, flattened shapes to allow the decorative elements—such as the floral patterns on the chair and wallpaper—and the limited color palette to predominate and set the warm mood of the scene.",https://www.artic.edu/artworks/13531/maternal-caress
usa_411,Edward Steichen,Gum bichromate print,Self-Portrait with Brush and Palette,"At a time when photography was still not considered a serious art, a group of photographers known as the Photo-Secessionists tried to demonstrate the hand-crafted possibilities of photographic printing. The moody darkness and dramatic highlights of this photograph emerge from visible brushstrokes, the result of the gum bichromate process. Although Edward Steichen was both a painter and a photographer, he chose to represent himself with palette and brush, not with the seemingly more technical tool of the camera. Steichen advanced the Photo-Secessionist cause through photographs like this as well as the exhibitions and publication Camera Work that resulted from his collaboration with close friend Alfred Stieglitz.For more on Edward Steichen’s work in the Art Institute’s collection visit the website: Edward Steichen’s World War I Years.For more on the Alfred Stieglitz collection at the Art Institute, along with in-depth object information, please visit the website: The Alfred Stieglitz Collection.",https://www.artic.edu/artworks/66677/self-portrait-with-brush-and-palette
usa_412,Max Ernst,Oil on linen,Garden Airplane-Trap,,https://www.artic.edu/artworks/118691/garden-airplane-trap
usa_413,De Scott Evans,Oil on canvas,The Irish Question,"A seemingly uncomplicated representation of two potatoes suspended by a string against a wood panel, The Irish Question is an unusual and striking trompe l’oeil painting that raises numerous questions. The title may refer to the troubled status of the Irish in the late 19th century; the hanging potatoes inflect this allusion with either ominous overtones or a dark sense of humor. Illusionistic paintings such as The Irish Question offer an enjoyable form of visual deception, and the pseudonymous signature “S.S. David” suggests that De Scott Evans relished the opportunity to puzzle his viewers on many levels.",https://www.artic.edu/artworks/181777/the-irish-question
usa_414,William Zorach,Watercolor over touches of charcoal on ivory watercolor paper,Maine Landscape,,https://www.artic.edu/artworks/10946/maine-landscape
usa_415,"Adler & Sullivan, Architects (Architect)","Oil on canvas, mounted on panel",Chicago Stock Exchange Trading Room: Stencil,"The Chicago Stock Exchange building was one of Dankmar Adler and Louis Sullivan’s most distinctive commercial projects. The centerpiece of this 13-story structure was the trading room—a dramatic, double-height space filled with Sullivan’s lush ornament and the multicolored, stenciled wall covering seen here. After an unsuccessful preservation battle in the late 1960s, the building was demolished, but the Art Institute was able to acquire the monumental entry arch, now located in a garden next to the Modern Wing.",https://www.artic.edu/artworks/37281/chicago-stock-exchange-trading-room-stencil
usa_416,Irving Penn,Gelatin silver print,"Nude No. 158, New York",,https://www.artic.edu/artworks/144891/nude-no-158-new-york
usa_417,Gustave Baumann,"Color woodcut on cream wove paper, tipped at top two corners onto cream laid paper",Summer Breezes,,https://www.artic.edu/artworks/8858/summer-breezes
usa_418,Richard Avedon,Gelatin silver print,"Ronald Fisher, Beekeeper, Davis, California",,https://www.artic.edu/artworks/120869/ronald-fisher-beekeeper-davis-california
