ids,artists,mediums,titles,descriptions,urls
eng_124,Julia Margaret Cameron,Albumen print,Anne Thackeray Ritchie,,https://www.artic.edu/artworks/18089/anne-thackeray-ritchie
eng_125,,Leather,Shoe,,https://www.artic.edu/artworks/19083/shoe
eng_126,William Adams,Stoneware (jasperware),Ewer,,https://www.artic.edu/artworks/6488/ewer
eng_127,George Frederick Watts,Oil on canvas,"Time, Death and Judgment",,https://www.artic.edu/artworks/16557/time-death-and-judgment
eng_128,John Robert Cozens,"Brush and black ink, and watercolor, with scraping, on cream wove paper, laid down on ivory wove paper and edge mounted on card",The Valley of the Eisak Near Brixen in the Tyrol,,https://www.artic.edu/artworks/158411/the-valley-of-the-eisak-near-brixen-in-the-tyrol
eng_129,George Romney,Oil on canvas,Mrs. Francis Russell,,https://www.artic.edu/artworks/4791/mrs-francis-russell
eng_130,Yinka Shonibare,"Wax-printed cotton fabric, fiberglass",Big Boy,,https://www.artic.edu/artworks/184210/big-boy
eng_131,Frank Brangwyn,Lithograph on paper,"Arras, War Time, from the series Ruins of War","In this depiction of the Battle of Arras, soldiers climb atop rubble into damaged homes. Here houses are not domestic spaces, but rather spectacles of destruction. The homes are emptied, destroyed, and stripped of their facades, appearing as they would have to residents returning following World War I. The Battle of Arras lasted from April 9 to May 16, 1917; during that time, Allied troops pushed Germans east from the French town in the Artois region of northern France. It was during the Battle of Arras that the fight for the Vimy Ridge took place. Though the battle lasted for a little over a month, Arras was continually bombarded for four years, and, among the cities of France, the damage inflicted was second only to that faced by Rheims.",https://www.artic.edu/artworks/8031/arras-war-time-from-the-series-ruins-of-war
eng_132,Sir John Edward Poynter,Oil on canvas,The Golden Age,,https://www.artic.edu/artworks/160031/the-golden-age
eng_133,John Rathbone,Oil on panel,Landscape with Figures Crossing a Bridge,,https://www.artic.edu/artworks/15720/landscape-with-figures-crossing-a-bridge
eng_134,John Deare,Marble,Bacchus Feeding a Panther,,https://www.artic.edu/artworks/157162/bacchus-feeding-a-panther
eng_135,Henry Fuseli,"Pen and black ink and brush and black, gray, and red wash, over traces of graphite, on grayish-ivory laid paper",Ugolino and His Sons Starving to Death in the Tower,"Count Ugolino della Gherardesca was a medieval Italian nobleman of Pisa accused of treason and locked in a tower with his sons and grandsons to starve to death. He was made famous as one of the damned souls in Dante’s poem the Inferno. Dante leaves unclear the ghoulish question of whether or not Ugolino ate his offspring’s corpses, which would have appealed to Fuseli’s dark imagination.In a drawing of exquisite refinement and sensitivity, Fuseli uses his media (pen, wash, and graphite) to great effect, capturing the despair bordering on madness expressed by Ugolino’s stoic figure and demeanor.",https://www.artic.edu/artworks/7566/ugolino-and-his-sons-starving-to-death-in-the-tower
eng_136,Giles Grendey,"Wood with red and gold lacquer decoration, mirror glass, and brass mounts",Secretary Cabinet,"Giles Grendey was a cabinetmaker and timber merchant with workshops near St. Paul’s, London. Unusually for an English cabinetmaker of his time, he had a broad international clientele: a fire that struck his premises in August 1731 destroyed over £1000 worth of furniture (approximately $37,000 in today’s currency) described as “pack’d for Exportation against the next morning.” In fact, Grendey’s most famous commission came from a Spanish client, the Duke of Infantado, for whose castle at Lazcano in northern Spain he supplied a suite of over seventy-seven pieces of furniture in the late 1730s. This cabinet is decorated in a style similar to the Infantado suite, in red and gold japanning, the English name for imitation lacquer.The cabinet combines some classical elements, like the broken pediment and flame-like finials at the top, with chinoiserie (Chinese-inspired) figures and scenes done in gold and silver. On the interior doors, a lady holding a branch faces a warrior holding a banner. The slope front is richly decorated with figures riding in a chariot, while others lounge in summer pavilions. The drawers and slides display landscapes with horsemen and other figures, birds, and foliage.— About This Object, European Decorative Arts LaunchPad app",https://www.artic.edu/artworks/197714/secretary-cabinet
eng_137,,Creamware,Plate,,https://www.artic.edu/artworks/2766/plate
eng_138,Barbara Hepworth,Teak and paint,Two Figures (Menhirs),"The mysterious forms of Barbara Hepworth’s Two Figures (Menhirs) recall upright human figures or ancient monoliths, like the menhirs erected by Neolithic civilizations near the artist’s home on the southwestern coast of England. Hepworth incorporated the totemic aspect of these prehistoric monumets in works such as this, while also seeking what she described as “some absolute essence in sculptural terms giving the quality of human relationships.” Here, she used her signature technique of piercing carved wood and highlighting the cavities with paint. Hepworth’s fluid use of negative and positive space draws attention to both the surface and the interior forms.",https://www.artic.edu/artworks/65839/two-figures-menhirs
eng_139,John Flaxman,Red chalk on cream laid paper,Self-Portrait,,https://www.artic.edu/artworks/11706/self-portrait
eng_140,David Lucas,Mezzotint on paper,Spring,,https://www.artic.edu/artworks/2114/spring
eng_141,Richard Parkes Bonington,,Tour du Gros Horloge,,https://www.artic.edu/artworks/11200/tour-du-gros-horloge
eng_142,David Lucas,Mezzotint on paper,A Heath,,https://www.artic.edu/artworks/2132/a-heath
eng_143,Richard Parkes Bonington,Oil on millboard mounted on canvas,View on the Grounds of a Villa near Florence,,https://www.artic.edu/artworks/185775/view-on-the-grounds-of-a-villa-near-florence
eng_144,David Shrigley,Black fiber-tipped pen on cream wove paper,Untitled (The Jobs Page),,https://www.artic.edu/artworks/153384/untitled-the-jobs-page
eng_145,Bannister Hall Print Works (Printer),"Cotton, plain weave; block printed",Panel,,https://www.artic.edu/artworks/6655/panel
eng_146,Aubrey Vincent Beardsley,"Pen and black ink, on ivory wove paper",Portrait of Whistler in Spanish 17th Century Costume,,https://www.artic.edu/artworks/14358/portrait-of-whistler-in-spanish-17th-century-costume
eng_147,Major,Color lithograph on cream wove paper,Come Out at Easter,,https://www.artic.edu/artworks/8878/come-out-at-easter
eng_148,Eadweard Muybridge,"Collotype, from ""Animal Locomotion""","Animal Locomotion, Plate 758","In the late 1870s, Eadweard Muybridge pioneered a method of “instantaneous photography,” a technique developed to freeze time by capturing motion. In order to create such sequences, he set up a battery of cameras, 24 in this instance, connected by a clockwork mechanism that triggered the shutters one by one at rhythmic intervals. Muybridge initially devised this process to clarify the movement of horses; through his experiments, he demonstrated that all four hooves leave the ground mid-gallop, thereby settling an intense debate of the era. This print of a cockatoo in flight was originally published in Animal Locomotion, a portfolio of 781 separate series that Muybridge, working under the auspices of the University of Pennsylvania, created to stand at the intersection of art and science.",https://www.artic.edu/artworks/195560/animal-locomotion-plate-758
eng_149,George Cruikshank,Hand-colored etching on paper,La Poule,,https://www.artic.edu/artworks/3096/la-poule
eng_150,,"Wooden box; covered with silk, satin weave; appliquéd with silk and linen, plain weaves and twill plaited tapes; embroidered with silk, metal threads, and linen in a variety of stitches; laid work, buttonhole couching, couching, and French knots; mica and pearls; edged with woven tape; silver feet",Dressing Box Depicting the Finding of Moses and Scenes from Abraham and Hagar,,https://www.artic.edu/artworks/31238/dressing-box-depicting-the-finding-of-moses-and-scenes-from-abraham-and-hagar
eng_151,Lucian Freud,Etching on white wove paper,Man Posing,,https://www.artic.edu/artworks/69742/man-posing
eng_152,Robert Thew,Etching and stipple on ivory wove paper,"Hamlet, Horatio, Marcellus and the Ghost","Henry Fuseli made a series of paintings depicting scenes from Shakespeare’s plays, which were reproduced as prints, including this engraving by Robert Thew. This image represents the fourth scene from the first act of Shakespeare’s Hamlet. The ghost of Hamlet’s father appears during the night and beckons him to a place where they can speak privately. Meanwhile, Horatio and Marcellus try to dissuade Hamlet from following for fear of his safety.",https://www.artic.edu/artworks/154524/hamlet-horatio-marcellus-and-the-ghost
eng_153,,"Cotton, plain weave; copperplate printed",Changing Seasons (Furnishing Fabric),,https://www.artic.edu/artworks/6441/changing-seasons-furnishing-fabric
eng_154,Francis Seymour Haden,Etching and drypoint on cream laid paper,"Portrait of Francis Seymour Haden, No. 2 (While Etching)",,https://www.artic.edu/artworks/19926/portrait-of-francis-seymour-haden-no-2-while-etching
eng_155,Lucian Freud,Etching on ivory wove paper,Girl with a Fig Leaf,,https://www.artic.edu/artworks/117599/girl-with-a-fig-leaf
eng_156,Sir Edward Burne-Jones,Gouache with gold paint on board,"Perseus and Andromeda, study for The Doom Fulfilled",,https://www.artic.edu/artworks/7169/perseus-and-andromeda-study-for-the-doom-fulfilled
eng_157,Arthur Ambrose McEvoy,"Watercolor, with graphite and pen and brush and black ink, on cream watercolor paper",Lady Davina Lytton,,https://www.artic.edu/artworks/14770/lady-davina-lytton
eng_158,Valentine Green (Engraver),"Cotton, plain weave; copperplate printed",Apotheosis of Franklin (Furnishing Fabric),,https://www.artic.edu/artworks/13603/apotheosis-of-franklin-furnishing-fabric
eng_159,Bill Brandt,Gelatin silver print,"Campden Hill, London",,https://www.artic.edu/artworks/120588/campden-hill-london
eng_160,Henry Wilson,"Enameled gold, rock crystal, moonstones, and sapphires",“Diana” Diadem,,https://www.artic.edu/artworks/159135/diana-diadem
eng_161,Roger Fenton,"Salted paper print, from the album ""Photographic Pictures of the Seat of War in the Crimea"" (1856)",The Valley of the Shadow of Death,"Prominent in photographic circles and favored by Queen Victoria and Prince Albert, Roger Fenton was commissioned to document the British military during the Crimean War; his pictures there represent one of the first uses of photography in wartime. He spent March through June 1855 with the troops, producing 360 wet-plate glass negatives in his horse-drawn darkroom. The laborious process and lengthy exposure times precluded photographs of battle, yet Fenton captured the psychological intensity of war in pictures such as The Valley of the Shadow of Death. A superficial sense of barren calm is belied by the numerous Russian cannonballs, which cover the ground to indicate past violence and suggest imminent future danger in the area. Fenton exhibited this and related images in London in the fall of 1855, provoking enormous public interest, and he published them in portfolio editions.",https://www.artic.edu/artworks/123407/the-valley-of-the-shadow-of-death
eng_162,Oskar Kokoschka,"Charcoal, with stumping, laid down on cream wove paper",Alma Mahler,,https://www.artic.edu/artworks/55570/alma-mahler
eng_163,David Hockney,Photocollage (chromogenic prints),"Telephone Pole, Los Angeles, California",,https://www.artic.edu/artworks/121211/telephone-pole-los-angeles-california
eng_164,Bannister Hall Print Works (Printer),"Cotton, plain weave; block printed",Panel (Furnishing Fabric),,https://www.artic.edu/artworks/6652/panel-furnishing-fabric
eng_165,"Jonathan Richardson, the elder",Oil on canvas,Sir Andrew Fountaine,,https://www.artic.edu/artworks/15486/sir-andrew-fountaine
eng_166,Bannister Hall Print Works (Printer),"Cotton, plain weave; block printed",Panel,,https://www.artic.edu/artworks/6658/panel
eng_167,Charles George Lewis,Sketchbook,Norway,,https://www.artic.edu/artworks/4323/norway
eng_168,Edwin Henry Landseer,Oil on panel,Head of a Roebuck and Two Ptarmigan,,https://www.artic.edu/artworks/71018/head-of-a-roebuck-and-two-ptarmigan
eng_169,Arthur Devis,Oil on canvas,Portrait of a Man,,https://www.artic.edu/artworks/75409/portrait-of-a-man
eng_170,F. Gregory Brown,Color lithograph on cream wove paper,Ascot By Motor Bus,,https://www.artic.edu/artworks/13935/ascot-by-motor-bus
eng_171,,"Linen, plain weave; embroidered with silk and gilt-metal-strip-wrapped silk in back, individual back, bullion, chain, plaited braid, and stem stitches; buttonholed couching, darned wheels and French knots",Woman’s Coif (Altered),,https://www.artic.edu/artworks/62497/woman-s-coif-altered
eng_172,Robert Havell,"Hand-colored engraving, with aquatint, on ivory wove paper",Great American Shrike,,https://www.artic.edu/artworks/18876/great-american-shrike
eng_173,,,Curtain,,https://www.artic.edu/artworks/15144/curtain
eng_174,Henry Moore,"Lithograph in black, gray, brown, ochre, and green on China paper",Two Reclining Figures with River Background,,https://www.artic.edu/artworks/20561/two-reclining-figures-with-river-background
eng_175,Richard Parkes Bonington,,Rue du Gros Horloge,,https://www.artic.edu/artworks/11203/rue-du-gros-horloge
eng_176,John Rathbone,Oil on panel,Landscape with Fisherman and Washerwoman,,https://www.artic.edu/artworks/15721/landscape-with-fisherman-and-washerwoman
eng_177,Francis Seymour Haden,Etching with drypoint on ivory laid paper,"Whistler’s House, Chelsea",,https://www.artic.edu/artworks/15103/whistler-s-house-chelsea
eng_178,Robert Havell,"Hand-colored engraving, with aquatint, on cream wove paper",Male Bay Breasted Warbler,,https://www.artic.edu/artworks/18883/male-bay-breasted-warbler
eng_179,Joseph Mallord William Turner,"Watercolor, with scraping on white wove paper",View of Lucerne,,https://www.artic.edu/artworks/11442/view-of-lucerne
eng_180,Samuel Arlent Edwards,Color mezzotint on ivory wove paper,The Pink Boy,,https://www.artic.edu/artworks/5789/the-pink-boy
eng_181,Julia Margaret Cameron,Albumen print,A Study of the Beatrice Cenci,,https://www.artic.edu/artworks/20654/a-study-of-the-beatrice-cenci
eng_182,Thomas Rowlandson,"Pen and brown ink with brush and watercolor, over traces of graphite, on cream wove paper",Interior of an Inn,,https://www.artic.edu/artworks/19608/interior-of-an-inn
eng_183,Henry Moore,Aquatint and etching in black on buff Japanese paper,Draped Reclining Figure,,https://www.artic.edu/artworks/20566/draped-reclining-figure
eng_184,,Cuban mahogany and iron fittings,Center Table,"Imagine how impressive this table would have looked when fully extended and set with silver at the center of a large hall glowing with candlelight. Made in England in the mid-18th century, it has a hinged top so that it could be placed against a wall when not in use.The table is made of mahogany, which was imported to England from Central America and the West Indies. The dense and fine-grained nature of the wood made it suitable for carving in relief, as can be seen in the virtuoso carving of the table’s freize and legs. The legs have been shaped as rams’ heads with scrolling horns in high relief and swags of vines suspended from their mouths. Like goats, rams were traditionally associated with Bacchus, the Roman god of wine, and thus revelry, indicating that the table was probably intended for a dining room or banquet room.18th-century English furniture is rarely marked or labeled, even on pieces of the highest quality, like this one. Although the names of several cabinetmakers have been proposed, it remains difficult, if not impossible, to attribute the table to a particular designer or workshop.",https://www.artic.edu/artworks/180742/center-table
eng_185,John Copley,Lithograph on cream laid paper with fibers,A Drink of Beer,,https://www.artic.edu/artworks/18544/a-drink-of-beer
eng_186,Jacob Epstein,Graphite on tan wove paper,Side by Side,,https://www.artic.edu/artworks/10270/side-by-side
eng_187,George Cruikshank,Hand-colored etching on paper,"Humming Birds, or A Dandy Trio",,https://www.artic.edu/artworks/3098/humming-birds-or-a-dandy-trio
eng_188,,"Silk and silk-wrapped linen cords, bobbin straight lace",Braid,,https://www.artic.edu/artworks/2303/braid
eng_189,Samuel Palmer,Etching on paper,The Early Ploughman,,https://www.artic.edu/artworks/16004/the-early-ploughman
eng_190,Frank Helmuth Auerbach,"Charcoal and pastel, with stumping, erasing and scraping, on white wove paper",Untitled (E.O.W. Nude),,https://www.artic.edu/artworks/120339/untitled-e-o-w-nude
eng_191,,"Linen and cotton, weft-float faced twill weave; embroidered with wool yarns in chain, detached chain, satin, single back, and stem stitches; French knots; edged with wool, twill woven tape",Panel,,https://www.artic.edu/artworks/20518/panel
eng_192,William Blake,Relief etching and white line engraving on ivory wove paper,"‘The Man Sweeping the Interpreter’s Parlour,’ from Bunyan’s Pilgrim’s progress",,https://www.artic.edu/artworks/83881/the-man-sweeping-the-interpreter-s-parlour-from-bunyan-s-pilgrim-s-progress
eng_193,William Blake,Wood engraving on off-white wove paper,"Shepherd Chases Away Wolf, from The Pastorals of Virgil",,https://www.artic.edu/artworks/18293/shepherd-chases-away-wolf-from-the-pastorals-of-virgil
eng_194,,Alabaster with some traces of polychromy,The Resurrection,,https://www.artic.edu/artworks/117244/the-resurrection
eng_195,Lucian Freud,"Etching, hand-colored with watercolor",Lord Goodman in his Yellow Pajamas,,https://www.artic.edu/artworks/72317/lord-goodman-in-his-yellow-pajamas
eng_196,,Ivory and brass,Folding Shoe Measure,,https://www.artic.edu/artworks/19423/folding-shoe-measure
eng_197,Charles Paine,Color lithograph on cream wove paper,Uxbridge: Across the Colne to Beechy Bucks,,https://www.artic.edu/artworks/13940/uxbridge-across-the-colne-to-beechy-bucks
eng_198,William Blake,"Hand-colored engraving on India paper, laid down on wove paper (chine collé)","The Circle of the Corrupt Officials; the Devils Tormenting Ciampolo. Inferno, canto XXII",,https://www.artic.edu/artworks/2328/the-circle-of-the-corrupt-officials-the-devils-tormenting-ciampolo-inferno-canto-xxii
eng_199,William Blake,"Monotype, with pen and brown and gray inks and watercolor, on cream wove paper",Urizen,"Although produced as an independent work, this unique hand-colored print is based on one of Blake’s plates from The Book of Urizen (published 1794), among the artist’s most complex printed books. In it, Blake’s invented mythology describes Urizen as “Creator of Men,” a god of immense power who invented a repressive web of laws and religion based on reason. For Blake, Urizen’s laws limited energy and crushed the imagination.Here, Blake depicts Urizen as a bearded old man crouching beneath a large rock, adhering closely to the following verses from The Book of Urizen: “And a roof, vast petrific around, / On all sides He fram’d: like a womb.”",https://www.artic.edu/artworks/151451/urizen
eng_200,Bill Brandt,Gelatin silver print,"Campden Hill, London",,https://www.artic.edu/artworks/137634/campden-hill-london
eng_201,William France,Mahogany and brass,Library Ladder,"Badminton House in Gloucestershire, England, is perhaps best known as the site where the first game of badminton was played (on a rainy day in 1863), but as the principal country residence of the Dukes of Beaufort its historical importance long predates that event. Several of the dukes enriched the beauty of the house. For example, the 4th Duke commissioned a suite of chinoiserie furniture from the fashionable London cabinet makers John and William Linnell in 1754, which became famous enough to influence future projects. Similarly, the 4th Duke’s son, who became the 5th Duke of Beaufort in 1756 when he was only twelve years old, wasted no time in making additions of his own to Badminton when he reached his majority. In his account books for 1782 appears the following entry: “February 23 to Wm France Library Ladder 16 Pounds 11s.” The reference is to the London cabinetmaker William France, Jr., whose father had set up a significant cabinetmaking shop next door to Thomas Chippendale’s in St. Martin’s Lane in the 1760s.As a graduate of Oxford with a doctorate in civil law, the 5th Duke lavished much attention on the library at Badminton, including this library ladder. The Chinese-style bed at Badminton must have impressed him, because its Chinese-style open-fretwork headboard seems to have inspired the library ladder.",https://www.artic.edu/artworks/208143/library-ladder
eng_202,Aubrey Vincent Beardsley,"Pen and black ink, with brush and black wash, over graphite, on tan wove paper",Study for How a Devil in Woman’s Likeness Would Have Tempted Sir Bors,,https://www.artic.edu/artworks/41036/study-for-how-a-devil-in-woman-s-likeness-would-have-tempted-sir-bors
eng_203,,Yellow satin embroidered with silk and metal thread; satin and couched stitches,Shoe (Single),,https://www.artic.edu/artworks/2342/shoe-single
eng_204,John Vanderbank,"Pen and brown ink over graphite on ivory laid papper, tipped onto card",Full Length Portrait of a Man Standing near Balustrade,,https://www.artic.edu/artworks/3988/full-length-portrait-of-a-man-standing-near-balustrade
eng_205,Augustus Edwin John,Oil on panel,A Bundle of Lavender,,https://www.artic.edu/artworks/59421/a-bundle-of-lavender
eng_206,Dante Gabriel Rossetti,"Graphite with stumping, on ivory wove paper, edge mounted to off-white wove paper",Elizabeth Siddal (Mrs. Dante Gabriel Rossetti),,https://www.artic.edu/artworks/90806/elizabeth-siddal-mrs-dante-gabriel-rossetti
eng_207,William Pether,Mezzotint in black on off-white laid paper,Three Persons Viewing the Gladiator by Candlelight,"Before Valentine Green and Richard Earlom, William Pether created major mezzotints from several of the 14 paintings Joseph Wright of Derby exhibited in London between 1765 and 1772. Many of these were “candlelight pictures,” a genre exceedingly well suited to mezzotint tones. Yet Pether waited for a successful review of the 1766 painting for A Philosopher Giving a Lecture on the Orrery before he began the laborious mezzotint process, completing it only in 1768. The print sold so well that Valentine Green saw a lucrative opportunity and absconded with the mezzotint commission that could have been Pether’s for Experiment on the Air Pump.",https://www.artic.edu/artworks/137059/three-persons-viewing-the-gladiator-by-candlelight
eng_208,William Henry Fox Talbot,Salted paper print,“A Scene in York” - York Minster from Lop Lane,,https://www.artic.edu/artworks/27047/a-scene-in-york-york-minster-from-lop-lane
eng_209,Henry Moore,"Bronze, from an edition of ten",Falling Warrior,,https://www.artic.edu/artworks/153704/falling-warrior
eng_210,Richard Earlom,"Color mezzotint, aquatint and etching, inked à la poupée, with watercolor (hand-coloring) on cream wove paper","The Superb Lily, from The Temple of Flora","In 1810, Richard John Thornton published the following “Apology” to his subscribers, explaining why his project of botanical illustrations remained incomplete:It was my original idea, had the times been propitious, to have greatly enlarged this part of the work, and presented the world with seventy PICTURESQUE BOTANICAL COLOURED PLATES, in which case another distribution of them would have been made, and every class illustrated by SELECT EXAMPLES of the most interesting flowers, accurately described, and immortalized by poetry: but during the progress of this expensive work, with the exception of a few months respite, infuriate war has constantly and violently raged, which, like a devouring conflagration, destroys everything before it; commerce, agriculture and The Arts, all the sources of public prosperity, and private happiness, are by it dried up and annihilated.",https://www.artic.edu/artworks/22459/the-superb-lily-from-the-temple-of-flora
eng_211,,"Silk, weft-faced plain weave; embroidered with silk and metal threads in couched, satin and outline stitches",Stomacher,,https://www.artic.edu/artworks/7981/stomacher
eng_212,Richard Ford,"Graphite, heightened with white gouache, on gray wove paper",Port of the Alhambra from the Dario,,https://www.artic.edu/artworks/3688/port-of-the-alhambra-from-the-dario
eng_213,William Hogarth,"Etching and engraving in black on cream laid paper (now in two parts, with the right side laid down on front book cover)","Plate One, from The Analysis of Beauty",,https://www.artic.edu/artworks/12227/plate-one-from-the-analysis-of-beauty
eng_214,Hester Bateman,Silver and wood,Brandy Saucepan,,https://www.artic.edu/artworks/6468/brandy-saucepan
eng_215,John Ruskin,"Pen and black ink, with brush and gray wash and white gouache, over taces of graphite, on cream wove paper",Byzantine Column Capital,,https://www.artic.edu/artworks/44577/byzantine-column-capital
eng_216,Bill Brandt,Gelatin silver print,"Rene Magritte with his Picture “The Great War,” Brussels",,https://www.artic.edu/artworks/182890/rene-magritte-with-his-picture-the-great-war-brussels
eng_217,Bill Brandt,Gelatin silver print,"Campden Hill, London",,https://www.artic.edu/artworks/182826/campden-hill-london
eng_218,,,Bell Pull,,https://www.artic.edu/artworks/2223/bell-pull
eng_219,William Blake,"Hand-colored engraving on India paper, laid down on wove paper (chine collé)","The Circle of the Falsifiers: Dante and Virgil Covering their Noses Because of the Stench. Inferno, canto XXIX",,https://www.artic.edu/artworks/2321/the-circle-of-the-falsifiers-dante-and-virgil-covering-their-noses-because-of-the-stench-inferno-canto-xxix
eng_220,,"Linen, plain weave; embroidered with silk, gilt-strip-wrapped silk, and metal paillettes in ladder and stem stitches; couching and buttonholed couching; edged with bobbin lace",Man’s Cap,"Nightcaps for men and their counterparts, coifs for women, were long-lived fashion, from about 1580 until 1650. With their heavy encrustations of decoration they were obviously not intended to be worn while sleeping. For the night wear a plain, warm, knitted woolen “biggin” was used. Like the woman’s cap, the man’s nightcap was meant for indoor wear during social hours at home. Persons of rank or professional men sat for their portraits in them.",https://www.artic.edu/artworks/20296/man-s-cap
eng_221,John Ruskin,"Graphite, with brush and watercolor and gouache, on gray wove paper, laid down on board",Viterbo,,https://www.artic.edu/artworks/2736/viterbo
eng_222,Stanley Anderson,Black crayon on ivory laid paper,Study for Shelter,,https://www.artic.edu/artworks/22568/study-for-shelter
eng_223,Roland Penrose,"College composed of cut-and-pasted printed elements, including Japanese paper, with charcoal, gouache, and graphite, on ivory cardboard",Camera Obscura,,https://www.artic.edu/artworks/119159/camera-obscura
eng_224,Walter E. Spradbery,Color lithograph on cream wove paper,Rich repose of Autumn,,https://www.artic.edu/artworks/14941/rich-repose-of-autumn
eng_225,Joseph Highmore,Oil on canvas,Mrs. Freeman Flower,,https://www.artic.edu/artworks/70134/mrs-freeman-flower
eng_226,,"Steel, iron, and paint",Spider Helmet,,https://www.artic.edu/artworks/106369/spider-helmet
eng_227,Francis Seymour Haden,Drypoint on copper printed on cream laid paper,Challow Farm,,https://www.artic.edu/artworks/7707/challow-farm
eng_228,Charles Robert Ashbee (Designer),Silver and glass,Decanter,,https://www.artic.edu/artworks/149709/decanter
eng_229,Edward Calvert,Woodcut on paper,The Ploughman,,https://www.artic.edu/artworks/4687/the-ploughman
eng_230,Lucian Freud,Etching on white wove paper,Kai,,https://www.artic.edu/artworks/119427/kai
eng_231,James Northcote,Oil on canvas,Mrs. Allan Maconochie,,https://www.artic.edu/artworks/47590/mrs-allan-maconochie
eng_232,,"Silk, warp-float faced 7:1 satin weave; embroidered with silk floss and yarns, gilt-metal-strip-wrapped silk, gilt metal purl and cardboard in brick, overcast, running, satin, and split stitches; couching, padded couching and laid work; French knots, braided pom pons and seed pearls; in tortoise-shell frame","Mirror Showing King Charles II, Queen Catherine of Braganza, and Scenes from the Old Testament",,https://www.artic.edu/artworks/18474/mirror-showing-king-charles-ii-queen-catherine-of-braganza-and-scenes-from-the-old-testament
eng_233,John Martin,Oil on canvas,The Covenant,,https://www.artic.edu/artworks/87054/the-covenant
eng_234,Fred Taylor,Color lithograph on cream wove paper,Hampton Court by Tram,,https://www.artic.edu/artworks/3168/hampton-court-by-tram
eng_235,Sir Edward Burne-Jones,Graphite on ivory wove paper,Back View of Standing Male Nude,,https://www.artic.edu/artworks/78901/back-view-of-standing-male-nude
eng_236,George Frederick Watts,Plaster,Clytie,"Clytie, a Greek water nymph, was turned into a sunflower by the gods. The Victorian sculptor George Frederick Watts used this subject as a meditation on transformation, blending male and female elements in this bust, much as Michelangelo had done in his sculptures. Watts’s composite approach gives the work a powerful and experimental quality, which is enhanced by the presence of mold marks. Plaster casts were made from piece molds that left mold lines after casting. Normally these would have been smoothed away, but Watts chose to leave them here. The presence of these lines in the cast invites comparison with bronzes by Watts’s younger contemporary Auguste Rodin, in which mold lines are also preserved.",https://www.artic.edu/artworks/186048/clytie
eng_237,Sir Lawrence Alma-Tadema,Etching in black on cream wove paper,"The Bowman, frontispiece from The Epic of Kings, Stories Retold from Firdusi","This etching is one of two prints that Sir Lawrence Alma-Tadema made to illustrate Helen Zimmern’s 19th-century translation of the great Persian epic poem Shahnameh (The King’s Book) by Firdusi from around A.D. 1000. Consisting of some 60,000 verses, the Shahnameh recounts the mythical and historical past of greater Iran, beginning with the creation of the world and the introduction of arts and civilization. It concludes with the Arab conquest of Persia.",https://www.artic.edu/artworks/117548/the-bowman-frontispiece-from-the-epic-of-kings-stories-retold-from-firdusi
eng_238,Benjamin West,Oil on canvas,Queen Philippa at the Battle of Neville’s Cross,,https://www.artic.edu/artworks/57652/queen-philippa-at-the-battle-of-neville-s-cross
eng_239,Edwin Henry Landseer,Oil on canvas,Wounded Stag and Dog,,https://www.artic.edu/artworks/28136/wounded-stag-and-dog
eng_240,Aubrey Vincent Beardsley,"Pen and black ink, with brush and black wash, over traces of graphite, on ivory wove paper",Decorative Study: Woman with Sunflowers,,https://www.artic.edu/artworks/112885/decorative-study-woman-with-sunflowers
eng_241,William Blake,"Hand-colored engraving on India paper, laid down on wove paper (chine collé)","The Circle of the Thieves; Buoso Donati Attacked by the Serpent. Inferno, canto XXV",,https://www.artic.edu/artworks/2318/the-circle-of-the-thieves-buoso-donati-attacked-by-the-serpent-inferno-canto-xxv
eng_242,,"Wooden box; covered with linen, plain weave; beaded with silk, linen, and glass beads; embroidered with silk and gilt-metal-strip-wrapped silk laid work and couching; silver hardware",Box (Casket),,https://www.artic.edu/artworks/109313/box-casket
eng_243,Richard Earlom,"Mezzotint with etching, with engraved inscription, in black on ivory wove paper","A Flower Piece, from The Houghton Gallery","Richard Earlom was one of many talented printmakers to work on John Boydell’s massive printing project to reproduce Sir Robert Walpole’s painting collection at Houghton. The finished two-volume book included 162 prints, including 27 by Earlom. (The original works were sold to Catherine the Great and are now in the State Hermitage Museum in Saint Petersburg.) Earlom was particularly favored for his ability to re-create painterly tones in his mezzotints, as is evidenced by this Flower Piece and and Fruit Piece.",https://www.artic.edu/artworks/106764/a-flower-piece-from-the-houghton-gallery
eng_244,,"Cotton and linen, twill weave; embroidered with wool yarns in satin, chain, Bohkara couching (or laid Oriental couching), buttonhole, speckling, outline, stem, stroke, coral, rococo, fishbone, slanted stem, chain, link powdering, running, and plain stitches; pattern couching; fillings made with detached buttonhole, basket, Roumanian, double knot and rope stitches; French knots",Panel,,https://www.artic.edu/artworks/11801/panel
eng_245,Duncan Grant,"Pastel, over graphite, on cream wove paper","Female Nude Near Fireplace, Arms and Legs Crossed",,https://www.artic.edu/artworks/9284/female-nude-near-fireplace-arms-and-legs-crossed
